annotation_set,unit_key,work_code,work_name,representation,classification,drift_value,drift_quantile_bin,text_raw_left,text_raw_right,text_norm_left,text_norm_right,drift_r0,drift_r1,drift_r2,delta_representation_left,delta_representation_right,delta_value,category_labels
FLAGGED,MRK:2:10,MRK,Mark,R1,REVIEW_CANDIDATE,0.196060695,,"But that yee may know that the Sonne of man hath power on earth to forgiue sinnes, (Hee saith to the sicke of the palsie,)","But that ye may know that the Son of man hath power on earth to forgive sins, (he saith to the sick of the palsy,)","but that yee may know that the sonne of man hath power on earth to forgiue sinnes, (hee saith to the sicke of the palsie,)","but that ye may know that the son of man hath power on earth to forgive sins, (he saith to the sick of the palsy,)",0.196060695,0.196060695,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:2:25,MRK,Mark,R1,STRONG_OUTLIER,0.383786942,,"And he said vnto them, Haue ye neuer read what Dauid did, when hee had need, and was an hungred, he, and they that were with him?","And he said unto them, Have ye never read what David did, when he had need, and was an hungred, he, and they that were with him?","and he said vnto them, haue ye neuer read what dauid did, when hee had need, and was an hungred, he, and they that were with him?","and he said unto them, have ye never read what david did, when he had need, and was an hungred, he, and they that were with him?",0.383786942,0.383786942,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:2:5,MRK,Mark,R1,REVIEW_CANDIDATE,0.207267521,,"When Iesus saw their faith, hee said vnto the sicke of the palsie, Sonne, thy sinnes be forgiuen thee.","When Jesus saw their faith, he said unto the sick of the palsy, Son, thy sins be forgiven thee.","when iesus saw their faith, hee said vnto the sicke of the palsie, sonne, thy sinnes be forgiuen thee.","when jesus saw their faith, he said unto the sick of the palsy, son, thy sins be forgiven thee.",0.207267521,0.207267521,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:3:30,MRK,Mark,R1,REVIEW_CANDIDATE,0.19920881,,"Because they said, He hath an vncleane spirit.","Because they said, He hath an unclean spirit.","because they said, he hath an vncleane spirit.","because they said, he hath an unclean spirit.",0.19920881,0.19920881,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:6:38,MRK,Mark,R1,REVIEW_CANDIDATE,0.189339614,,"He saith vnto them, How many loaues haue yee? goe, and see. And when they knew, they say, Fiue, and two fishes.","He saith unto them, How many loaves have ye? go and see. And when they knew, they say, Five, and two fishes.","he saith vnto them, how many loaues haue yee? goe, and see. and when they knew, they say, fiue, and two fishes.","he saith unto them, how many loaves have ye? go and see. and when they knew, they say, five, and two fishes.",0.189339614,0.189339614,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:6:44,MRK,Mark,R1,REVIEW_CANDIDATE,0.200953369,,"And they that did eate of the loaues, were about fiue thousand men.",And they that did eat of the loaves were about five thousand men.,"and they that did eate of the loaues, were about fiue thousand men.",and they that did eat of the loaves were about five thousand men.,0.200953369,0.200953369,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:6:7,MRK,Mark,R1,REVIEW_CANDIDATE,0.187737178,,"¶ And he calleth vnto him the twelue, and began to send them foorth, by two and two, and gaue them power ouer vncleane spirits,","And he called unto him the twelve, and began to send them forth by two and two; and gave them power over unclean spirits;","¶ and he calleth vnto him the twelue, and began to send them foorth, by two and two, and gaue them power ouer vncleane spirits,","and he called unto him the twelve, and began to send them forth by two and two; and gave them power over unclean spirits;",0.187737178,0.187737178,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:7:14,MRK,Mark,R1,REVIEW_CANDIDATE,0.188263993,,"¶ And when he had called all the people vnto him, hee said vnto them, Hearken vnto me euery one of you, and vnderstand.","And when he had called all the people unto him, he said unto them, Hearken unto me every one of you, and understand:","¶ and when he had called all the people vnto him, hee said vnto them, hearken vnto me euery one of you, and vnderstand.","and when he had called all the people unto him, he said unto them, hearken unto me every one of you, and understand:",0.188263993,0.188263993,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:8:19,MRK,Mark,R1,STRONG_OUTLIER,0.275992536,,"When I brake the fiue loaues among fiue thousand, how many baskets full of fragments tooke yee vp? They say vnto him, Twelue.","When I brake the five loaves among five thousand, how many baskets full of fragments took ye up? They say unto him, Twelve.","when i brake the fiue loaues among fiue thousand, how many baskets full of fragments tooke yee vp? they say vnto him, twelue.","when i brake the five loaves among five thousand, how many baskets full of fragments took ye up? they say unto him, twelve.",0.275992536,0.275992536,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:8:20,MRK,Mark,R1,REVIEW_CANDIDATE,0.186378771,,"And when the seuen among foure thousand: how many baskets full of fragments tooke ye vp? And they said, Seuen.","And when the seven among four thousand, how many baskets full of fragments took ye up? And they said, Seven.","and when the seuen among foure thousand: how many baskets full of fragments tooke ye vp? and they said, seuen.","and when the seven among four thousand, how many baskets full of fragments took ye up? and they said, seven.",0.186378771,0.186378771,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,MRK:8:21,MRK,Mark,R1,REVIEW_CANDIDATE,0.201088585,,"And he said vnto them, How is it that ye doe not vnderstand?","And he said unto them, How is it that ye do not understand?","and he said vnto them, how is it that ye doe not vnderstand?","and he said unto them, how is it that ye do not understand?",0.201088585,0.201088585,,R0,R1,0,orthographic_character_form
FLAGGED,MRK:8:5,MRK,Mark,R1,STRONG_OUTLIER,0.296525105,,"And hee asked them, How many loaues haue ye? And they said, Seuen.","And he asked them, How many loaves have ye? And they said, Seven.","and hee asked them, how many loaues haue ye? and they said, seuen.","and he asked them, how many loaves have ye? and they said, seven.",0.296525105,0.296525105,,R0,R1,0,orthographic_character_form
FLAGGED,NAH:1:10,NAH,Nahum,R1,STRONG_OUTLIER,0.133180004,,"For while they be folden together as thornes, and while they are drunken as drunkards, they shall be deuoured as stubble fully drie.","For while they be folden together as thorns, and while they are drunken as drunkards, they shall be devoured as stubble fully dry.","for while they be folden together as thornes, and while they are drunken as drunkards, they shall be deuoured as stubble fully drie.","for while they be folden together as thorns, and while they are drunken as drunkards, they shall be devoured as stubble fully dry.",0.133180004,0.133180004,,R0,R1,0,orthographic_character_form
FLAGGED,NAH:2:4,NAH,Nahum,R1,STRONG_OUTLIER,0.139310762,,"The charets shall rage in the streets, they shall iustle one against another in the broad wayes: they shall seeme like torches, they shall runne like the lightnings.","The chariots shall rage in the streets, they shall justle one against another in the broad ways: they shall seem like torches, they shall run like the lightnings.","the charets shall rage in the streets, they shall iustle one against another in the broad wayes: they shall seeme like torches, they shall runne like the lightnings.","the chariots shall rage in the streets, they shall justle one against another in the broad ways: they shall seem like torches, they shall run like the lightnings.",0.139310762,0.139310762,,R0,R1,0,orthographic_character_form
FLAGGED,NAH:2:6,NAH,Nahum,R1,STRONG_OUTLIER,0.21642016,,"The gates of the riuers shall bee opened, and the palace shall bee dissolued.","The gates of the rivers shall be opened, and the palace shall be dissolved.","the gates of the riuers shall bee opened, and the palace shall bee dissolued.","the gates of the rivers shall be opened, and the palace shall be dissolved.",0.21642016,0.21642016,,R0,R1,0,orthographic_character_form
FLAGGED,NAH:2:7,NAH,Nahum,R1,REVIEW_CANDIDATE,0.115978332,,"And Huzzab shall be led away captiue, she shall be brought vp, and her maids shall leade her as with the voyce of doues, tabring vpon their breasts.","And Huzzab shall be led away captive, she shall be brought up, and her maids shall lead her as with the voice of doves, tabering upon their breasts.","and huzzab shall be led away captiue, she shall be brought vp, and her maids shall leade her as with the voyce of doues, tabring vpon their breasts.","and huzzab shall be led away captive, she shall be brought up, and her maids shall lead her as with the voice of doves, tabering upon their breasts.",0.115978332,0.115978332,,R0,R1,0,orthographic_character_form
FLAGGED,NAH:2:8,NAH,Nahum,R1,STRONG_OUTLIER,0.154920829,,"But Nineueh is of olde like a poole of water: yet they shall flee away. Stand, stand shall they cry: but none shal looke backe.","But Nineveh is of old like a pool of water: yet they shall flee away. Stand, stand, shall they cry; but none shall look back.","but nineueh is of olde like a poole of water: yet they shall flee away. stand, stand shall they cry: but none shal looke backe.","but nineveh is of old like a pool of water: yet they shall flee away. stand, stand, shall they cry; but none shall look back.",0.154920829,0.154920829,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NAH:3:10,NAH,Nahum,R1,REVIEW_CANDIDATE,0.117750043,,"Yet was she caried away, she went into captiuitie: her yong children also were dashed in pieces at the top of all the streetes: and they cast lots for her honourable men, and all her great men were bound in chaines.","Yet was she carried away, she went into captivity: her young children also were dashed in pieces at the top of all the streets: and they cast lots for her honourable men, and all her great men were bound in chains.","yet was she caried away, she went into captiuitie: her yong children also were dashed in pieces at the top of all the streetes: and they cast lots for her honourable men, and all her great men were bound in chaines.","yet was she carried away, she went into captivity: her young children also were dashed in pieces at the top of all the streets: and they cast lots for her honourable men, and all her great men were bound in chains.",0.117750043,0.117750043,,R0,R1,0,orthographic_character_form
FLAGGED,NAH:3:7,NAH,Nahum,R1,REVIEW_CANDIDATE,0.119030803,,"And it shall come to passe, that all they that looke vpon thee, shall flee from thee, and say; Nineueh is layde waste, who will bemoane her? whence shall I seeke comforters for thee?","And it shall come to pass, that all they that look upon thee shall flee from thee, and say, Nineveh is laid waste: who will bemoan her? whence shall I seek comforters for thee?","and it shall come to passe, that all they that looke vpon thee, shall flee from thee, and say; nineueh is layde waste, who will bemoane her? whence shall i seeke comforters for thee?","and it shall come to pass, that all they that look upon thee shall flee from thee, and say, nineveh is laid waste: who will bemoan her? whence shall i seek comforters for thee?",0.119030803,0.119030803,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NAH:3:8,NAH,Nahum,R1,STRONG_OUTLIER,0.166233384,,"Art thou better then populous No, that was scituate among the riuers that had the waters round about it, whose rampart was the sea, and her wall was from the sea?","Art thou better than populous No, that was situate among the rivers, that had the waters round about it, whose rampart was the sea, and her wall was from the sea?","art thou better then populous no, that was scituate among the riuers that had the waters round about it, whose rampart was the sea, and her wall was from the sea?","art thou better than populous no, that was situate among the rivers, that had the waters round about it, whose rampart was the sea, and her wall was from the sea?",0.166233384,0.166233384,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:11:10,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.177138298,,"Of the Priests: Iedaiah the sonne of Ioiarib, Iachin;","Of the priests: Jedaiah the son of Joiarib, Jachin.","of the priests: iedaiah the sonne of ioiarib, iachin;","of the priests: jedaiah the son of joiarib, jachin.",0.177138298,0.177138298,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:11:22,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.171359541,,"The ouerseer also of the Leuites at Ierusalem, was Uzzi the sonne of Bani, the son of Hashabiah, the sonne of Mattaniah, the sonne of Micha: Of the sonnes of Asaph, the singers were ouer the businesse of the house of God.","The overseer also of the Levites at Jerusalem was Uzzi the son of Bani, the son of Hashabiah, the son of Mattaniah, the son of Micha. Of the sons of Asaph, the singers were over the business of the house of God.","the ouerseer also of the leuites at ierusalem, was uzzi the sonne of bani, the son of hashabiah, the sonne of mattaniah, the sonne of micha: of the sonnes of asaph, the singers were ouer the businesse of the house of god.","the overseer also of the levites at jerusalem was uzzi the son of bani, the son of hashabiah, the son of mattaniah, the son of micha. of the sons of asaph, the singers were over the business of the house of god.",0.171359541,0.171359541,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:11:36,NEH,Nehemiah,R1,STRONG_OUTLIER,0.352662704,,"And of the Leuites, were diuisions in Iudah, and in Beniamin.","And of the Levites were divisions in Judah, and in Benjamin.","and of the leuites, were diuisions in iudah, and in beniamin.","and of the levites were divisions in judah, and in benjamin.",0.352662704,0.352662704,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:11:7,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.209287585,,"And these are the sonnes of Beniamin: Sallu the sonne of Meshullam, the sonne of Ioed, the sonne of Pedaiah, the sonne of Kolaiah, the sonne of Maaseiah, the sonne of Ithiel, the sonne of Iesaiah.","And these are the sons of Benjamin; Sallu the son of Meshullam, the son of Joed, the son of Pedaiah, the son of Kolaiah, the son of Maaseiah, the son of Ithiel, the son of Jesaiah.","and these are the sonnes of beniamin: sallu the sonne of meshullam, the sonne of ioed, the sonne of pedaiah, the sonne of kolaiah, the sonne of maaseiah, the sonne of ithiel, the sonne of iesaiah.","and these are the sons of benjamin; sallu the son of meshullam, the son of joed, the son of pedaiah, the son of kolaiah, the son of maaseiah, the son of ithiel, the son of jesaiah.",0.209287585,0.209287585,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NEH:11:9,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.244846036,,"And Ioel the sonne of Zichri was their ouerseer: and Iudah the sonne of Senuah, was second ouer the city.",And Joel the son of Zichri was their overseer: and Judah the son of Senuah was second over the city.,"and ioel the sonne of zichri was their ouerseer: and iudah the sonne of senuah, was second ouer the city.",and joel the son of zichri was their overseer: and judah the son of senuah was second over the city.,0.244846036,0.244846036,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:12:10,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.178861341,,"¶ And Ieshua begate Ioiakim, Ioiakim also begate Eliashib, and Eliashib begate Ioiada,","And Jeshua begat Joiakim, Joiakim also begat Eliashib, and Eliashib begat Joiada,","¶ and ieshua begate ioiakim, ioiakim also begate eliashib, and eliashib begate ioiada,","and jeshua begat joiakim, joiakim also begat eliashib, and eliashib begat joiada,",0.178861341,0.178861341,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:12:11,NEH,Nehemiah,R1,STRONG_OUTLIER,0.2646609,,"And Ioiada begate Ionathan, and Ionathan begate Iaddua.","And Joiada begat Jonathan, and Jonathan begat Jaddua.","and ioiada begate ionathan, and ionathan begate iaddua.","and joiada begat jonathan, and jonathan begat jaddua.",0.2646609,0.2646609,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:12:23,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.197322271,,"The sonnes of Leui, the chiefe of the fathers, were written in the booke of the Chronicles, euen vntill the dayes of Iohanan the sonne of Eliashib.","The sons of Levi, the chief of the fathers, were written in the book of the chronicles, even until the days of Johanan the son of Eliashib.","the sonnes of leui, the chiefe of the fathers, were written in the booke of the chronicles, euen vntill the dayes of iohanan the sonne of eliashib.","the sons of levi, the chief of the fathers, were written in the book of the chronicles, even until the days of johanan the son of eliashib.",0.197322271,0.197322271,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:12:34,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.173926234,,"Iudah, and Beniamin, and Shemaiah, and Ieremiah,","Judah, and Benjamin, and Shemaiah, and Jeremiah,","iudah, and beniamin, and shemaiah, and ieremiah,","judah, and benjamin, and shemaiah, and jeremiah,",0.173926234,0.173926234,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:12:37,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.190570364,,"And at the fountaine-gate, which was ouer against them, they went vp by the staires of the citie of Dauid, at the going vp of the wall, aboue the house of Dauid, euen vnto the water-gate, Eastward.","And at the fountain gate, which was over against them, they went up by the stairs of the city of David, at the going up of the wall, above the house of David, even unto the water gate eastward.","and at the fountaine-gate, which was ouer against them, they went vp by the staires of the citie of dauid, at the going vp of the wall, aboue the house of dauid, euen vnto the water-gate, eastward.","and at the fountain gate, which was over against them, they went up by the stairs of the city of david, at the going up of the wall, above the house of david, even unto the water gate eastward.",0.190570364,0.190570364,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:13:23,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.182421445,,"¶ In those dayes also sawe I Iewes that had maried wiues of Ashdod, of Ammon, and of Moab:","In those days also saw I Jews that had married wives of Ashdod, of Ammon, and of Moab:","¶ in those dayes also sawe i iewes that had maried wiues of ashdod, of ammon, and of moab:","in those days also saw i jews that had married wives of ashdod, of ammon, and of moab:",0.182421445,0.182421445,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:2:11,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.177717772,,"So I came to Ierusalem, and was there three dayes.","So I came to Jerusalem, and was there three days.","so i came to ierusalem, and was there three dayes.","so i came to jerusalem, and was there three days.",0.177717772,0.177717772,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:2:17,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.191021938,,"¶ Then said I vnto them, Yee see the distresse that we are in, how Ierusalem lieth waste, and the gates therof are burnt with fire: come, and let vs builde vp the wall of Ierusalem, that we be no more a reproch.","Then said I unto them, Ye see the distress that we are in, how Jerusalem lieth waste, and the gates thereof are burned with fire: come, and let us build up the wall of Jerusalem, that we be no more a reproach.","¶ then said i vnto them, yee see the distresse that we are in, how ierusalem lieth waste, and the gates therof are burnt with fire: come, and let vs builde vp the wall of ierusalem, that we be no more a reproch.","then said i unto them, ye see the distress that we are in, how jerusalem lieth waste, and the gates thereof are burned with fire: come, and let us build up the wall of jerusalem, that we be no more a reproach.",0.191021938,0.191021938,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:4:12,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.247920639,,"And it came to passe that when the Iewes which dwelt by them, came, they said vnto vs ten time, From all places, whence yee shall returne vnto vs, they will be vpon you.","And it came to pass, that when the Jews which dwelt by them came, they said unto us ten times, From all places whence ye shall return unto us they will be upon you.","and it came to passe that when the iewes which dwelt by them, came, they said vnto vs ten time, from all places, whence yee shall returne vnto vs, they will be vpon you.","and it came to pass, that when the jews which dwelt by them came, they said unto us ten times, from all places whence ye shall return unto us they will be upon you.",0.247920639,0.247920639,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:5:1,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.178556083,,"And there was a great crie of the people, and of their wiues, against their brethren the Iewes.",And there was a great cry of the people and of their wives against their brethren the Jews.,"and there was a great crie of the people, and of their wiues, against their brethren the iewes.",and there was a great cry of the people and of their wives against their brethren the jews.,0.178556083,0.178556083,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:5:14,NEH,Nehemiah,R1,STRONG_OUTLIER,0.249159352,,"¶ Moreouer, from the time that I was appointed to be their gouernor in the land of Iudah, from the twentieth yeere euen vnto the two and thirtieth yere of Artaxerxes the king, that is, twelue yeres, I and my brethren, haue not eaten the bread of the gouernour:","Moreover from the time that I was appointed to be their governor in the land of Judah, from the twentieth year even unto the two and thirtieth year of Artaxerxes the king, that is, twelve years, I and my brethren have not eaten the bread of the governor.","¶ moreouer, from the time that i was appointed to be their gouernor in the land of iudah, from the twentieth yeere euen vnto the two and thirtieth yere of artaxerxes the king, that is, twelue yeres, i and my brethren, haue not eaten the bread of the gouernour:","moreover from the time that i was appointed to be their governor in the land of judah, from the twentieth year even unto the two and thirtieth year of artaxerxes the king, that is, twelve years, i and my brethren have not eaten the bread of the governor.",0.249159352,0.249159352,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:7:25,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.228784828,,"The children of Gibeon, ninetie and fiue.","The children of Gibeon, ninety and five.","the children of gibeon, ninetie and fiue.","the children of gibeon, ninety and five.",0.228784828,0.228784828,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:7:28,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.220988167,,"The men of Bethazmaueth, fourtie and two.","The men of Bethazmaveth, forty and two.","the men of bethazmaueth, fourtie and two.","the men of bethazmaveth, forty and two.",0.220988167,0.220988167,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:7:36,NEH,Nehemiah,R1,STRONG_OUTLIER,0.30315432,,"The children of Iericho, three hundred, fourtie and fiue.","The children of Jericho, three hundred forty and five.","the children of iericho, three hundred, fourtie and fiue.","the children of jericho, three hundred forty and five.",0.30315432,0.30315432,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:7:43,NEH,Nehemiah,R1,STRONG_OUTLIER,0.256687072,,"¶ The Leuites. The children of Ieshua, of Kadmiel, and of the children of Hodeuah, seuentie and foure.","The Levites: the children of Jeshua, of Kadmiel, and of the children of Hodevah, seventy and four.","¶ the leuites. the children of ieshua, of kadmiel, and of the children of hodeuah, seuentie and foure.","the levites: the children of jeshua, of kadmiel, and of the children of hodevah, seventy and four.",0.256687072,0.256687072,,R0,R1,0,orthographic_character_form
FLAGGED,NEH:9:33,NEH,Nehemiah,R1,REVIEW_CANDIDATE,0.184844453,,"Howbeit, thou art iust in all that is brought vpon vs, for thou hast done right, but we haue done wickedly:","Howbeit thou art just in all that is brought upon us; for thou hast done right, but we have done wickedly:","howbeit, thou art iust in all that is brought vpon vs, for thou hast done right, but we haue done wickedly:","howbeit thou art just in all that is brought upon us; for thou hast done right, but we have done wickedly:",0.184844453,0.184844453,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:10:31,NUM,Numbers,R1,REVIEW_CANDIDATE,0.163065119,,"And he said, Leaue vs not, I pray thee, forasmuch as thou knowest how we are to encampe in the wilderuesse, and thou mayest bee to vs in stead of eyes.","And he said, Leave us not, I pray thee; forasmuch as thou knowest how we are to encamp in the wilderness, and thou mayest be to us instead of eyes.","and he said, leaue vs not, i pray thee, forasmuch as thou knowest how we are to encampe in the wilderuesse, and thou mayest bee to vs in stead of eyes.","and he said, leave us not, i pray thee; forasmuch as thou knowest how we are to encamp in the wilderness, and thou mayest be to us instead of eyes.",0.163065119,0.163065119,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:10:32,NUM,Numbers,R1,REVIEW_CANDIDATE,0.164527468,,"And it shall bee if thou goe with vs, yea it shall be, that what goodnesse the Lord shall doe vnto vs, the same will we doe vnto thee.","And it shall be, if thou go with us, yea, it shall be, that what goodness the LORD shall do unto us, the same will we do unto thee.","and it shall bee if thou goe with vs, yea it shall be, that what goodnesse the lord shall doe vnto vs, the same will we doe vnto thee.","and it shall be, if thou go with us, yea, it shall be, that what goodness the lord shall do unto us, the same will we do unto thee.",0.164527468,0.164527468,,R0,R1,0,orthographic_character_form|lexical_substitution
FLAGGED,NUM:16:13,NUM,Numbers,R1,STRONG_OUTLIER,0.235163799,,"Is it a small thing that thou hast brought vs vp out of a land that floweth with milke and hony, to kill vs in the wildernesse, except thou make thy selfe altogether a prince ouer vs?","Is it a small thing that thou hast brought us up out of a land that floweth with milk and honey, to kill us in the wilderness, except thou make thyself altogether a prince over us?","is it a small thing that thou hast brought vs vp out of a land that floweth with milke and hony, to kill vs in the wildernesse, except thou make thy selfe altogether a prince ouer vs?","is it a small thing that thou hast brought us up out of a land that floweth with milk and honey, to kill us in the wilderness, except thou make thyself altogether a prince over us?",0.235163799,0.235163799,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:19:11,NUM,Numbers,R1,REVIEW_CANDIDATE,0.200014865,,"¶ He that toucheth the dead body of any man, shall bee vncleane seuen dayes.",He that toucheth the dead body of any man shall be unclean seven days.,"¶ he that toucheth the dead body of any man, shall bee vncleane seuen dayes.",he that toucheth the dead body of any man shall be unclean seven days.,0.200014865,0.200014865,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:19:15,NUM,Numbers,R1,STRONG_OUTLIER,0.299551182,,"And euery open vessel which hath no couering bound vpon it, is vncleane.","And every open vessel, which hath no covering bound upon it, is unclean.","and euery open vessel which hath no couering bound vpon it, is vncleane.","and every open vessel, which hath no covering bound upon it, is unclean.",0.299551182,0.299551182,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:19:22,NUM,Numbers,R1,STRONG_OUTLIER,0.231542523,,"And whatsoeuer the vncleane person toucheth, shall be vncleane: and the soule that toucheth it, shall bee vncleane vntill Euen.",And whatsoever the unclean person toucheth shall be unclean; and the soul that toucheth it shall be unclean until even.,"and whatsoeuer the vncleane person toucheth, shall be vncleane: and the soule that toucheth it, shall bee vncleane vntill euen.",and whatsoever the unclean person toucheth shall be unclean; and the soul that toucheth it shall be unclean until even.,0.231542523,0.231542523,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NUM:1:25,NUM,Numbers,R1,REVIEW_CANDIDATE,0.164191035,,"Those that were numbred of them, euen of the tribe of Gad, were fourty and fiue thousand, sixe hundred and fiftie.","Those that were numbered of them, even of the tribe of Gad, were forty and five thousand six hundred and fifty.","those that were numbred of them, euen of the tribe of gad, were fourty and fiue thousand, sixe hundred and fiftie.","those that were numbered of them, even of the tribe of gad, were forty and five thousand six hundred and fifty.",0.164191035,0.164191035,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:1:26,NUM,Numbers,R1,REVIEW_CANDIDATE,0.176896136,,"¶ Of the children of Iudah by their generations, after their families by the house of their fathers, according to the number of the names, from twenty yeeres old and vpward, all that were able to goe foorth to warre:","Of the children of Judah, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty years old and upward, all that were able to go forth to war;","¶ of the children of iudah by their generations, after their families by the house of their fathers, according to the number of the names, from twenty yeeres old and vpward, all that were able to goe foorth to warre:","of the children of judah, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty years old and upward, all that were able to go forth to war;",0.176896136,0.176896136,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NUM:1:32,NUM,Numbers,R1,REVIEW_CANDIDATE,0.172465947,,"¶ Of the children of Ioseph; namely of the children of Ephraim, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty yeres old and vpward, all that were able to goe foorth to warre:","Of the children of Joseph, namely, of the children of Ephraim, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty years old and upward, all that were able to go forth to war;","¶ of the children of ioseph; namely of the children of ephraim, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty yeres old and vpward, all that were able to goe foorth to warre:","of the children of joseph, namely, of the children of ephraim, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty years old and upward, all that were able to go forth to war;",0.172465947,0.172465947,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NUM:1:36,NUM,Numbers,R1,REVIEW_CANDIDATE,0.205364011,,"¶ Of the children of Beniamin, by their generations, after their families, by the house of their fathers, according to the number of the names from twenty yeeres old and vpward, all that were able to goe foorth to warre:","Of the children of Benjamin, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty years old and upward, all that were able to go forth to war;","¶ of the children of beniamin, by their generations, after their families, by the house of their fathers, according to the number of the names from twenty yeeres old and vpward, all that were able to goe foorth to warre:","of the children of benjamin, by their generations, after their families, by the house of their fathers, according to the number of the names, from twenty years old and upward, all that were able to go forth to war;",0.205364011,0.205364011,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,NUM:1:37,NUM,Numbers,R1,STRONG_OUTLIER,0.230442938,,"Those that were numbred of them, euen of the tribe of Beniamin, were thirtie and fiue thousand, and foure hundred.","Those that were numbered of them, even of the tribe of Benjamin, were thirty and five thousand and four hundred.","those that were numbred of them, euen of the tribe of beniamin, were thirtie and fiue thousand, and foure hundred.","those that were numbered of them, even of the tribe of benjamin, were thirty and five thousand and four hundred.",0.230442938,0.230442938,,R0,R1,0,orthographic_character_form
FLAGGED,NUM:1:44,NUM,Numbers,R1,REVIEW_CANDIDATE,0.16934193,,"These are those that were numbred, which Moses and Aaron numbred, and the Princes of Israel, being twelue men: each one was for the house of his fathers.","These are those that were numbered, which Moses and Aaron numbered, and the princes of Israel, being twelve men: each one was for the house of his fathers.","these are those that were numbred, which moses and aaron numbred, and the princes of israel, being twelue men: each one was for the house of his fathers.","these are those that were numbered, which moses and aaron numbered, and the princes of israel, being twelve men: each one was for the house of his fathers.",0.16934193,0.16934193,,R0,R1,0,orthographic_character_form
