annotation_set,unit_key,work_code,work_name,representation,classification,drift_value,drift_quantile_bin,text_raw_left,text_raw_right,text_norm_left,text_norm_right,drift_r0,drift_r1,drift_r2,delta_representation_left,delta_representation_right,delta_value,category_labels
FLAGGED,2SA:3:31,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.223871691,,"¶ And Dauid said to Ioab, and to all the people that were with him, Rent your clothes, and girde you with sackecloth, and mourne before Abner. And king Dauid himselfe followed the biere.","And David said to Joab, and to all the people that were with him, Rend your clothes, and gird you with sackcloth, and mourn before Abner. And king David himself followed the bier.","¶ and dauid said to ioab, and to all the people that were with him, rent your clothes, and girde you with sackecloth, and mourne before abner. and king dauid himselfe followed the biere.","and david said to joab, and to all the people that were with him, rend your clothes, and gird you with sackcloth, and mourn before abner. and king david himself followed the bier.",0.223871691,0.223871691,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:5:13,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.209426251,,"¶ And Dauid tooke him mo concubines and wiues out of Ierusalem, after he was come from Hebron, and there were yet sonnes and daughters borne to Dauid.","And David took him more concubines and wives out of Jerusalem, after he was come from Hebron: and there were yet sons and daughters born to David.","¶ and dauid tooke him mo concubines and wiues out of ierusalem, after he was come from hebron, and there were yet sonnes and daughters borne to dauid.","and david took him more concubines and wives out of jerusalem, after he was come from hebron: and there were yet sons and daughters born to david.",0.209426251,0.209426251,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,2SA:5:4,2SA,2Samuel,R0,STRONG_OUTLIER,0.329931841,,"¶ Dauid was thirtie yeeres old when he began to reigne, and he reigned fourtie yeeres.","David was thirty years old when he began to reign, and he reigned forty years.","¶ dauid was thirtie yeeres old when he began to reigne, and he reigned fourtie yeeres.","david was thirty years old when he began to reign, and he reigned forty years.",0.329931841,0.329931841,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:5:6,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.205692661,,"¶ And the king and his men went to Ierusalem, vnto the Iebusites, the inhabitants of the land: which spake vnto Dauid, saying, Except thou take away the blind and the lame, thou shalt not come in hither: Thinking, Dauid cannot come in hither.","And the king and his men went to Jerusalem unto the Jebusites, the inhabitants of the land: which spake unto David, saying, Except thou take away the blind and the lame, thou shalt not come in hither: thinking, David cannot come in hither.","¶ and the king and his men went to ierusalem, vnto the iebusites, the inhabitants of the land: which spake vnto dauid, saying, except thou take away the blind and the lame, thou shalt not come in hither: thinking, dauid cannot come in hither.","and the king and his men went to jerusalem unto the jebusites, the inhabitants of the land: which spake unto david, saying, except thou take away the blind and the lame, thou shalt not come in hither: thinking, david cannot come in hither.",0.205692661,0.205692661,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:5:7,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.24064738,,"Neuerthelesse, Dauid tooke the strong hold of Zion: the same is the citie of Dauid.",Nevertheless David took the strong hold of Zion: the same is the city of David.,"neuerthelesse, dauid tooke the strong hold of zion: the same is the citie of dauid.",nevertheless david took the strong hold of zion: the same is the city of david.,0.24064738,0.24064738,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:5:9,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.224246926,,"So Dauid dwelt in the fort, and called it the citie of Dauid, and Dauid built round about, from Millo and inward.","So David dwelt in the fort, and called it the city of David. And David built round about from Millo and inward.","so dauid dwelt in the fort, and called it the citie of dauid, and dauid built round about, from millo and inward.","so david dwelt in the fort, and called it the city of david. and david built round about from millo and inward.",0.224246926,0.224246926,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:6:10,2SA,2Samuel,R0,STRONG_OUTLIER,0.27596934,,"So Dauid would not remoue the Arke of the Lord vnto him into the citie of Dauid: but Dauid caried it aside into the house of Obed Edom, the Gittite.",So David would not remove the ark of the LORD unto him into the city of David: but David carried it aside into the house of Obededom the Gittite.,"so dauid would not remoue the arke of the lord vnto him into the citie of dauid: but dauid caried it aside into the house of obed edom, the gittite.",so david would not remove the ark of the lord unto him into the city of david: but david carried it aside into the house of obededom the gittite.,0.27596934,0.27596934,,R0,R1,0,orthographic_character_form|lexical_substitution
FLAGGED,2SA:6:14,2SA,2Samuel,R0,STRONG_OUTLIER,0.31090684,,"And Dauid daunced before the Lord with all his might, and Dauid was girded with a linnen Ephod.",And David danced before the LORD with all his might; and David was girded with a linen ephod.,"and dauid daunced before the lord with all his might, and dauid was girded with a linnen ephod.",and david danced before the lord with all his might; and david was girded with a linen ephod.,0.31090684,0.31090684,,R0,R1,0,orthographic_character_form|lexical_substitution
FLAGGED,2SA:7:16,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.205676552,,"And thine house, and thy kingdome shall be stablished for euer before thee: thy throne shall be stablished for euer.",And thine house and thy kingdom shall be established for ever before thee: thy throne shall be established for ever.,"and thine house, and thy kingdome shall be stablished for euer before thee: thy throne shall be stablished for euer.",and thine house and thy kingdom shall be established for ever before thee: thy throne shall be established for ever.,0.205676552,0.205676552,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:8:15,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.237219597,,"And Dauid reigned ouer all Israel, and Dauid executed iudgement and iustice vnto all his people.",And David reigned over all Israel; and David executed judgment and justice unto all his people.,"and dauid reigned ouer all israel, and dauid executed iudgement and iustice vnto all his people.",and david reigned over all israel; and david executed judgment and justice unto all his people.,0.237219597,0.237219597,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:8:4,2SA,2Samuel,R0,STRONG_OUTLIER,0.267284089,,"And Dauid tooke from him a thousand charets, and seuen hundred horsemen, and twentie thousand footemen: and Dauid houghed all the charet horses, but reserued of them for an hundred charets.","And David took from him a thousand chariots, and seven hundred horsemen, and twenty thousand footmen: and David houghed all the chariot horses, but reserved of them for an hundred chariots.","and dauid tooke from him a thousand charets, and seuen hundred horsemen, and twentie thousand footemen: and dauid houghed all the charet horses, but reserued of them for an hundred charets.","and david took from him a thousand chariots, and seven hundred horsemen, and twenty thousand footmen: and david houghed all the chariot horses, but reserved of them for an hundred chariots.",0.267284089,0.267284089,,R0,R1,0,orthographic_character_form
FLAGGED,2SA:8:6,2SA,2Samuel,R0,REVIEW_CANDIDATE,0.206420151,,"Then Dauid put garisons in Syria of Damascus: And the Syrians became seruants to Dauid, and brought gifts: and the Lord preserued Dauid whithersoeuer he went.","Then David put garrisons in Syria of Damascus: and the Syrians became servants to David, and brought gifts. And the LORD preserved David whithersoever he went.","then dauid put garisons in syria of damascus: and the syrians became seruants to dauid, and brought gifts: and the lord preserued dauid whithersoeuer he went.","then david put garrisons in syria of damascus: and the syrians became servants to david, and brought gifts. and the lord preserved david whithersoever he went.",0.206420151,0.206420151,,R0,R1,0,orthographic_character_form|lexical_substitution
FLAGGED,2TH:1:7,2TH,2Thessalonians,R0,REVIEW_CANDIDATE,0.148460878,,"And to you who are troubled, rest with vs, when the Lord Iesus shalbe reuealed from heauen, with his mightie Angels,","And to you who are troubled rest with us, when the Lord Jesus shall be revealed from heaven with his mighty angels,","and to you who are troubled, rest with vs, when the lord iesus shalbe reuealed from heauen, with his mightie angels,","and to you who are troubled rest with us, when the lord jesus shall be revealed from heaven with his mighty angels,",0.148460878,0.148460878,,R0,R1,0,orthographic_character_form
FLAGGED,2TH:2:10,2TH,2Thessalonians,R0,STRONG_OUTLIER,0.195802421,,"And with all deceiueablenesse of vnrighteousnesse, in them that perish: because they receiued not the loue of the trueth, that they might be saued.","And with all deceivableness of unrighteousness in them that perish; because they received not the love of the truth, that they might be saved.","and with all deceiueablenesse of vnrighteousnesse, in them that perish: because they receiued not the loue of the trueth, that they might be saued.","and with all deceivableness of unrighteousness in them that perish; because they received not the love of the truth, that they might be saved.",0.195802421,0.195802421,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,2TH:2:8,2TH,2Thessalonians,R0,STRONG_OUTLIER,0.164064728,,"And then shall that wicked bee reuealed, whome the Lord shall consume with the spirit of his mouth, and shall destroy with the brightnesse of his comming:","And then shall that Wicked be revealed, whom the Lord shall consume with the spirit of his mouth, and shall destroy with the brightness of his coming:","and then shall that wicked bee reuealed, whome the lord shall consume with the spirit of his mouth, and shall destroy with the brightnesse of his comming:","and then shall that wicked be revealed, whom the lord shall consume with the spirit of his mouth, and shall destroy with the brightness of his coming:",0.164064728,0.164064728,,R0,R1,0,orthographic_character_form
FLAGGED,2TH:3:18,2TH,2Thessalonians,R0,STRONG_OUTLIER,0.288337253,,"The grace of our Lord Iesus Christ be with you all, Amen. The second Epistle to the Thessalonians was written from Athens.",The grace of our Lord Jesus Christ be with you all. Amen.,"the grace of our lord iesus christ be with you all, amen. the second epistle to the thessalonians was written from athens.",the grace of our lord jesus christ be with you all. amen.,0.288337253,0.288337253,,R0,R1,0,orthographic_character_form|addition_deletion
FLAGGED,2TH:3:7,2TH,2Thessalonians,R0,STRONG_OUTLIER,0.168711539,,"For your selues know how yee ought to follow vs: for wee behaued not our selues disorderly among you,",For yourselves know how ye ought to follow us: for we behaved not ourselves disorderly among you;,"for your selues know how yee ought to follow vs: for wee behaued not our selues disorderly among you,",for yourselves know how ye ought to follow us: for we behaved not ourselves disorderly among you;,0.168711539,0.168711539,,R0,R1,0,orthographic_character_form
FLAGGED,2TI:1:16,2TI,2Timothy,R0,REVIEW_CANDIDATE,0.167231749,,"The Lord giue mercie vnto the house of Onesiphorus, for hee oft refreshed mee, and was not ashamed of my chaine.","The Lord give mercy unto the house of Onesiphorus; for he oft refreshed me, and was not ashamed of my chain:","the lord giue mercie vnto the house of onesiphorus, for hee oft refreshed mee, and was not ashamed of my chaine.","the lord give mercy unto the house of onesiphorus; for he oft refreshed me, and was not ashamed of my chain:",0.167231749,0.167231749,,R0,R1,0,orthographic_character_form
FLAGGED,2TI:2:26,2TI,2Timothy,R0,REVIEW_CANDIDATE,0.176808434,,"And that they may recouer themselues out of the snare of the deuill, who are taken captiue by him at his will.","And that they may recover themselves out of the snare of the devil, who are taken captive by him at his will.","and that they may recouer themselues out of the snare of the deuill, who are taken captiue by him at his will.","and that they may recover themselves out of the snare of the devil, who are taken captive by him at his will.",0.176808434,0.176808434,,R0,R1,0,orthographic_character_form
FLAGGED,2TI:2:4,2TI,2Timothy,R0,REVIEW_CANDIDATE,0.147087705,,"No man that warreth, intangleth himselfe with the affaires of this life, that hee may please him who hath chosen him to be a souldier.",No man that warreth entangleth himself with the affairs of this life; that he may please him who hath chosen him to be a soldier.,"no man that warreth, intangleth himselfe with the affaires of this life, that hee may please him who hath chosen him to be a souldier.",no man that warreth entangleth himself with the affairs of this life; that he may please him who hath chosen him to be a soldier.,0.147087705,0.147087705,,R0,R1,0,orthographic_character_form
FLAGGED,2TI:3:7,2TI,2Timothy,R0,STRONG_OUTLIER,0.46683207,,"Euer learning, and neuer able to come to the knowledge of the trueth.","Ever learning, and never able to come to the knowledge of the truth.","euer learning, and neuer able to come to the knowledge of the trueth.","ever learning, and never able to come to the knowledge of the truth.",0.46683207,0.46683207,,R0,R1,0,orthographic_character_form
FLAGGED,2TI:4:18,2TI,2Timothy,R0,REVIEW_CANDIDATE,0.164063575,,"And the Lord shall deliuer mee from euery euill worke, and will preserue me vnto his heauenly kingdome; to whom bee glory for euer, and euer. Amen.","And the Lord shall deliver me from every evil work, and will preserve me unto his heavenly kingdom: to whom be glory for ever and ever. Amen.","and the lord shall deliuer mee from euery euill worke, and will preserue me vnto his heauenly kingdome; to whom bee glory for euer, and euer. amen.","and the lord shall deliver me from every evil work, and will preserve me unto his heavenly kingdom: to whom be glory for ever and ever. amen.",0.164063575,0.164063575,,R0,R1,0,orthographic_character_form
FLAGGED,3JN:1:9,3JN,3John,R0,STRONG_OUTLIER,0.164349168,,"I wrote vnto the Church, but Diotrephes, who loueth to haue the preeminence among them, receiueth vs not.","I wrote unto the church: but Diotrephes, who loveth to have the preeminence among them, receiveth us not.","i wrote vnto the church, but diotrephes, who loueth to haue the preeminence among them, receiueth vs not.","i wrote unto the church: but diotrephes, who loveth to have the preeminence among them, receiveth us not.",0.164349168,0.164349168,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:10:14,ACT,Acts,R0,REVIEW_CANDIDATE,0.171426533,,"But Peter said, Not so, Lord; for I haue neuer eaten any thing that is common or vncleane.","But Peter said, Not so, Lord; for I have never eaten any thing that is common or unclean.","but peter said, not so, lord; for i haue neuer eaten any thing that is common or vncleane.","but peter said, not so, lord; for i have never eaten any thing that is common or unclean.",0.171426533,0.171426533,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:10:16,ACT,Acts,R0,STRONG_OUTLIER,0.315719447,,This was done thrise: & the vessel was receiued vp againe into heauen.,This was done thrice: and the vessel was received up again into heaven.,this was done thrise: & the vessel was receiued vp againe into heauen.,this was done thrice: and the vessel was received up again into heaven.,0.315719447,0.315719447,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:10:24,ACT,Acts,R0,REVIEW_CANDIDATE,0.16231275,,"And the morrow after they entred into Cesarea: and Cornelius waited for them, and had called together his kinsmen and neere friends.","And the morrow after they entered into Caesarea. And Cornelius waited for them, and had called together his kinsmen and near friends.","and the morrow after they entred into cesarea: and cornelius waited for them, and had called together his kinsmen and neere friends.","and the morrow after they entered into caesarea. and cornelius waited for them, and had called together his kinsmen and near friends.",0.16231275,0.16231275,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:10:26,ACT,Acts,R0,REVIEW_CANDIDATE,0.205298171,,"But Peter tooke him vp, saying, Stand vp, I my selfe also am a man.","But Peter took him up, saying, Stand up; I myself also am a man.","but peter tooke him vp, saying, stand vp, i my selfe also am a man.","but peter took him up, saying, stand up; i myself also am a man.",0.205298171,0.205298171,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:11:10,ACT,Acts,R0,STRONG_OUTLIER,0.275484769,,And this was done three times: and all were drawen vp againe into heauen.,And this was done three times: and all were drawn up again into heaven.,and this was done three times: and all were drawen vp againe into heauen.,and this was done three times: and all were drawn up again into heaven.,0.275484769,0.275484769,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:12:2,ACT,Acts,R0,REVIEW_CANDIDATE,0.190864838,,And he killed Iames the brother of Iohn with the sword.,And he killed James the brother of John with the sword.,and he killed iames the brother of iohn with the sword.,and he killed james the brother of john with the sword.,0.190864838,0.190864838,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:13:22,ACT,Acts,R0,REVIEW_CANDIDATE,0.226051588,,"And when he had remoued him, hee raised vp vnto them Dauid to be their king, to whom also he gaue testimonie, and said, I haue found Dauid the sonne of Iesse, a man after mine own heart, which shal fulfill all my wil.","And when he had removed him, he raised up unto them David to be their king; to whom also he gave testimony, and said, I have found David the son of Jesse, a man after mine own heart, which shall fulfil all my will.","and when he had remoued him, hee raised vp vnto them dauid to be their king, to whom also he gaue testimonie, and said, i haue found dauid the sonne of iesse, a man after mine own heart, which shal fulfill all my wil.","and when he had removed him, he raised up unto them david to be their king; to whom also he gave testimony, and said, i have found david the son of jesse, a man after mine own heart, which shall fulfil all my will.",0.226051588,0.226051588,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:13:47,ACT,Acts,R0,REVIEW_CANDIDATE,0.194436368,,"For so hath the Lord c&#333;manded vs, saying, I haue set thee to bee a light of the Gentiles, that thou shouldest be for saluation vnto the ends of the earth.","For so hath the Lord commanded us, saying, I have set thee to be a light of the Gentiles, that thou shouldest be for salvation unto the ends of the earth.","for so hath the lord c&#333;manded vs, saying, i haue set thee to bee a light of the gentiles, that thou shouldest be for saluation vnto the ends of the earth.","for so hath the lord commanded us, saying, i have set thee to be a light of the gentiles, that thou shouldest be for salvation unto the ends of the earth.",0.194436368,0.194436368,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:14:8,ACT,Acts,R0,REVIEW_CANDIDATE,0.209449248,,"¶ And there sate a certaine man at Lystra, impotent in his feete, being a creeple from his mothers wombe, who neuer had walked.","And there sat a certain man at Lystra, impotent in his feet, being a cripple from his mother’s womb, who never had walked:","¶ and there sate a certaine man at lystra, impotent in his feete, being a creeple from his mothers wombe, who neuer had walked.","and there sat a certain man at lystra, impotent in his feet, being a cripple from his mother’s womb, who never had walked:",0.209449248,0.209449248,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:16:16,ACT,Acts,R0,REVIEW_CANDIDATE,0.228614544,,"¶ And it came to passe, as we went to prayer, a certaine Damosell possessed with a spirit of diuination, met vs: which brought her masters much gaine by soothsaying.","And it came to pass, as we went to prayer, a certain damsel possessed with a spirit of divination met us, which brought her masters much gain by soothsaying:","¶ and it came to passe, as we went to prayer, a certaine damosell possessed with a spirit of diuination, met vs: which brought her masters much gaine by soothsaying.","and it came to pass, as we went to prayer, a certain damsel possessed with a spirit of divination met us, which brought her masters much gain by soothsaying:",0.228614544,0.228614544,,R0,R1,0,orthographic_character_form|punctuation_clause_relation
FLAGGED,ACT:17:5,ACT,Acts,R0,STRONG_OUTLIER,0.264586587,,"¶ But the Iewes which beleeued not, mooued with enuie, tooke vnto them certaine lewd fellowes of the baser sort, and gathered a company, and set all the citie on an vprore, and assaulted the house of Iason, and sought to bring them out to the people.","But the Jews which believed not, moved with envy, took unto them certain lewd fellows of the baser sort, and gathered a company, and set all the city on an uproar, and assaulted the house of Jason, and sought to bring them out to the people.","¶ but the iewes which beleeued not, mooued with enuie, tooke vnto them certaine lewd fellowes of the baser sort, and gathered a company, and set all the citie on an vprore, and assaulted the house of iason, and sought to bring them out to the people.","but the jews which believed not, moved with envy, took unto them certain lewd fellows of the baser sort, and gathered a company, and set all the city on an uproar, and assaulted the house of jason, and sought to bring them out to the people.",0.264586587,0.264586587,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:17:7,ACT,Acts,R0,REVIEW_CANDIDATE,0.171710828,,"Whom Iason hath receiued: and these all doe contrary to the decrees of Cesar, saying, that there is another King, one Iesus.","Whom Jason hath received: and these all do contrary to the decrees of Caesar, saying that there is another king, one Jesus.","whom iason hath receiued: and these all doe contrary to the decrees of cesar, saying, that there is another king, one iesus.","whom jason hath received: and these all do contrary to the decrees of caesar, saying that there is another king, one jesus.",0.171710828,0.171710828,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:17:9,ACT,Acts,R0,REVIEW_CANDIDATE,0.1663353,,"And when they had taken securitie of Iason, and of the other, they let them goe.","And when they had taken security of Jason, and of the other, they let them go.","and when they had taken securitie of iason, and of the other, they let them goe.","and when they had taken security of jason, and of the other, they let them go.",0.1663353,0.1663353,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:18:16,ACT,Acts,R0,REVIEW_CANDIDATE,0.220280076,,And he draue them from the iudgment seate.,And he drave them from the judgment seat.,and he draue them from the iudgment seate.,and he drave them from the judgment seat.,0.220280076,0.220280076,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:18:28,ACT,Acts,R0,REVIEW_CANDIDATE,0.172606246,,"For hee mightily conuinced the Iewes, and that publikely, shewing by the scriptures, that Iesus was Christ.","For he mightily convinced the Jews, and that publickly, shewing by the scriptures that Jesus was Christ.","for hee mightily conuinced the iewes, and that publikely, shewing by the scriptures, that iesus was christ.","for he mightily convinced the jews, and that publickly, shewing by the scriptures that jesus was christ.",0.172606246,0.172606246,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:18:4,ACT,Acts,R0,REVIEW_CANDIDATE,0.168833987,,"And hee reasoned in the Synagogue euery Sabbath, and perswaded the Iewes, and the Greekes.","And he reasoned in the synagogue every sabbath, and persuaded the Jews and the Greeks.","and hee reasoned in the synagogue euery sabbath, and perswaded the iewes, and the greekes.","and he reasoned in the synagogue every sabbath, and persuaded the jews and the greeks.",0.168833987,0.168833987,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:19:14,ACT,Acts,R0,REVIEW_CANDIDATE,0.203414367,,"And there were seuen sonnes of one Sceua a Iewe, and chiefe of the Priests, which did so.","And there were seven sons of one Sceva, a Jew, and chief of the priests, which did so.","and there were seuen sonnes of one sceua a iewe, and chiefe of the priests, which did so.","and there were seven sons of one sceva, a jew, and chief of the priests, which did so.",0.203414367,0.203414367,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:19:7,ACT,Acts,R0,STRONG_OUTLIER,0.270666242,,And all &thorn; men were about twelue.,And all the men were about twelve.,and all &thorn; men were about twelue.,and all the men were about twelve.,0.270666242,0.270666242,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:1:10,ACT,Acts,R0,REVIEW_CANDIDATE,0.186524856,,"And while they looked stedfastly toward heauen, as he went vp, behold, two men stood by them in white apparell,","And while they looked stedfastly toward heaven as he went up, behold, two men stood by them in white apparel;","and while they looked stedfastly toward heauen, as he went vp, behold, two men stood by them in white apparell,","and while they looked stedfastly toward heaven as he went up, behold, two men stood by them in white apparel;",0.186524856,0.186524856,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:1:11,ACT,Acts,R0,STRONG_OUTLIER,0.274042407,,"Which also said, Yee men of Galililee, why stand yee gazing vp into heauen? This same Iesus, which is taken vp from you into heauen, shall so come, in like maner as yee haue seene him goe into heauen.","Which also said, Ye men of Galilee, why stand ye gazing up into heaven? this same Jesus, which is taken up from you into heaven, shall so come in like manner as ye have seen him go into heaven.","which also said, yee men of galililee, why stand yee gazing vp into heauen? this same iesus, which is taken vp from you into heauen, shall so come, in like maner as yee haue seene him goe into heauen.","which also said, ye men of galilee, why stand ye gazing up into heaven? this same jesus, which is taken up from you into heaven, shall so come in like manner as ye have seen him go into heaven.",0.274042407,0.274042407,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:1:17,ACT,Acts,R0,STRONG_OUTLIER,0.240874156,,"For hee was numbred with vs, and had obtained part of this ministerie.","For he was numbered with us, and had obtained part of this ministry.","for hee was numbred with vs, and had obtained part of this ministerie.","for he was numbered with us, and had obtained part of this ministry.",0.240874156,0.240874156,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:20:12,ACT,Acts,R0,REVIEW_CANDIDATE,0.181638749,,"And they brought the yong man aliue, and were not a little comforted.","And they brought the young man alive, and were not a little comforted.","and they brought the yong man aliue, and were not a little comforted.","and they brought the young man alive, and were not a little comforted.",0.181638749,0.181638749,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:20:33,ACT,Acts,R0,STRONG_OUTLIER,0.269978861,,"I haue coueted no mans siluer, or golde, or apparell.","I have coveted no man’s silver, or gold, or apparel.","i haue coueted no mans siluer, or golde, or apparell.","i have coveted no man’s silver, or gold, or apparel.",0.269978861,0.269978861,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:21:15,ACT,Acts,R0,STRONG_OUTLIER,0.336616644,,"And after those dayes we tooke vp our cariages, & went vp to Hierusalem.","And after those days we took up our carriages, and went up to Jerusalem.","and after those dayes we tooke vp our cariages, & went vp to hierusalem.","and after those days we took up our carriages, and went up to jerusalem.",0.336616644,0.336616644,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:21:17,ACT,Acts,R0,REVIEW_CANDIDATE,0.22615547,,"And when we were come to Hierusalem, the brethren receiued vs gladly","And when we were come to Jerusalem, the brethren received us gladly.","and when we were come to hierusalem, the brethren receiued vs gladly","and when we were come to jerusalem, the brethren received us gladly.",0.22615547,0.22615547,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:23:13,ACT,Acts,R0,REVIEW_CANDIDATE,0.162216253,,And they were more then fourtie which had made this conspiracie.,And they were more than forty which had made this conspiracy.,and they were more then fourtie which had made this conspiracie.,and they were more than forty which had made this conspiracy.,0.162216253,0.162216253,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:23:33,ACT,Acts,R0,REVIEW_CANDIDATE,0.171204167,,"Who when they came to Cesarea, and deliuered the Epistle to the gouernour, presented Paul also before him.","Who, when they came to Caesarea, and delivered the epistle to the governor, presented Paul also before him.","who when they came to cesarea, and deliuered the epistle to the gouernour, presented paul also before him.","who, when they came to caesarea, and delivered the epistle to the governor, presented paul also before him.",0.171204167,0.171204167,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:24:11,ACT,Acts,R0,REVIEW_CANDIDATE,0.194744294,,"Because that thou mayest vnderstand, that there are yet but twelue dayes, since I went vp to Hierusalem for to worship.","Because that thou mayest understand, that there are yet but twelve days since I went up to Jerusalem for to worship.","because that thou mayest vnderstand, that there are yet but twelue dayes, since i went vp to hierusalem for to worship.","because that thou mayest understand, that there are yet but twelve days since i went up to jerusalem for to worship.",0.194744294,0.194744294,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:24:17,ACT,Acts,R0,REVIEW_CANDIDATE,0.214472569,,"Now after many yeeres, I came to bring almes to my nation, & offrings:","Now after many years I came to bring alms to my nation, and offerings.","now after many yeeres, i came to bring almes to my nation, & offrings:","now after many years i came to bring alms to my nation, and offerings.",0.214472569,0.214472569,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:24:9,ACT,Acts,R0,REVIEW_CANDIDATE,0.176203126,,"And the Iewes also assented, saying that these things were so.","And the Jews also assented, saying that these things were so.","and the iewes also assented, saying that these things were so.","and the jews also assented, saying that these things were so.",0.176203126,0.176203126,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:25:1,ACT,Acts,R0,REVIEW_CANDIDATE,0.170236716,,"Nowe when Festus was come into the prouince, after three dayes he ascended fr&#333; Cesarea to Hierusalem.","Now when Festus was come into the province, after three days he ascended from Caesarea to Jerusalem.","nowe when festus was come into the prouince, after three dayes he ascended fr&#333; cesarea to hierusalem.","now when festus was come into the province, after three days he ascended from caesarea to jerusalem.",0.170236716,0.170236716,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:25:6,ACT,Acts,R0,REVIEW_CANDIDATE,0.195511413,,"And when hee had taried among them more then ten dayes, hee went downe vnto Cesarea, and the next day sitting in the iudgement seat, commanded Paul to be brought.","And when he had tarried among them more than ten days, he went down unto Caesarea; and the next day sitting on the judgment seat commanded Paul to be brought.","and when hee had taried among them more then ten dayes, hee went downe vnto cesarea, and the next day sitting in the iudgement seat, commanded paul to be brought.","and when he had tarried among them more than ten days, he went down unto caesarea; and the next day sitting on the judgment seat commanded paul to be brought.",0.195511413,0.195511413,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:26:4,ACT,Acts,R0,REVIEW_CANDIDATE,0.17604622,,"My maner of life from my youth, which was at the first among mine owne nation at Hierusalem, know all the Iewes,","My manner of life from my youth, which was at the first among mine own nation at Jerusalem, know all the Jews;","my maner of life from my youth, which was at the first among mine owne nation at hierusalem, know all the iewes,","my manner of life from my youth, which was at the first among mine own nation at jerusalem, know all the jews;",0.17604622,0.17604622,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:27:12,ACT,Acts,R0,REVIEW_CANDIDATE,0.174301189,,"And because the hauen was not commodious to winter in, the more part aduised to depart thence also, if by any meanes they might attaine to Phenice, and there to winter; which is an hauen of Creete, and lieth toward the Southwest, and Northwest.","And because the haven was not commodious to winter in, the more part advised to depart thence also, if by any means they might attain to Phenice, and there to winter; which is an haven of Crete, and lieth toward the south west and north west.","and because the hauen was not commodious to winter in, the more part aduised to depart thence also, if by any meanes they might attaine to phenice, and there to winter; which is an hauen of creete, and lieth toward the southwest, and northwest.","and because the haven was not commodious to winter in, the more part advised to depart thence also, if by any means they might attain to phenice, and there to winter; which is an haven of crete, and lieth toward the south west and north west.",0.174301189,0.174301189,,R0,R1,0,orthographic_character_form
FLAGGED,ACT:27:26,ACT,Acts,R0,STRONG_OUTLIER,0.269684624,,"Howbeit, we must be cast vpon a certaine Iland.",Howbeit we must be cast upon a certain island.,"howbeit, we must be cast vpon a certaine iland.",howbeit we must be cast upon a certain island.,0.269684624,0.269684624,,R0,R1,0,orthographic_character_form
