scope_type,scope_name,representation,n,median_drift,mad_drift,p95_drift,p99_drift,threshold_primary,threshold_secondary,threshold_source,small_sample_flag,mad_zero_flag,percentile_method
WORK,HAG,R1,38,0.0704600493800629,0.0340025777624696,0.1370613850880875,0.1618333379932237,0.1724677826674717,0.1554664937862369,WORK,True,False,HF_TYPE_7
WORK,HEB,R0,303,0.05511672530311,0.0308259447485215,0.1704570020425162,0.214279535005857,0.214279535005857,0.1704570020425162,WORK,False,False,HF_TYPE_7
WORK,HEB,R1,303,0.05511672530311,0.0308259447485215,0.1704570020425162,0.214279535005857,0.214279535005857,0.1704570020425162,WORK,False,False,HF_TYPE_7
WORK,HOS,R0,197,0.0527799986279146,0.0230557802311086,0.1389984160707465,0.1864811853428518,0.1864811853428518,0.1389984160707465,WORK,False,False,HF_TYPE_7
WORK,HOS,R1,197,0.0527799986279146,0.0230557802311086,0.1389984160707465,0.1864811853428518,0.1864811853428518,0.1389984160707465,WORK,False,False,HF_TYPE_7
WORK,ISA,R0,1292,0.0562939707455989,0.0277888403176423,0.1556613590945488,0.2203930443072171,0.2203930443072171,0.1556613590945488,WORK,False,False,HF_TYPE_7
WORK,ISA,R1,1292,0.0562939707455989,0.0277888403176423,0.1556613590945488,0.2203930443072171,0.2203930443072171,0.1556613590945488,WORK,False,False,HF_TYPE_7
WORK,JAS,R0,108,0.0579503025198425,0.030571168328891,0.1781802858365281,0.229866855888857,0.229866855888857,0.1781802858365281,WORK,False,False,HF_TYPE_7
WORK,JAS,R1,108,0.0579503025198425,0.030571168328891,0.1781802858365281,0.229866855888857,0.229866855888857,0.1781802858365281,WORK,False,False,HF_TYPE_7
WORK,JDG,R0,618,0.0578805630959763,0.0271319954813573,0.1517173137608478,0.2109212600391261,0.2109212600391261,0.1517173137608478,WORK,False,False,HF_TYPE_7
WORK,JDG,R1,618,0.0578805630959763,0.0271319954813573,0.1517173137608478,0.2109212600391261,0.2109212600391261,0.1517173137608478,WORK,False,False,HF_TYPE_7
