unit_key,work_code,division_level_1,division_level_2,drift_r0,drift_r1,drift_r2,delta_representation_left,delta_representation_right,delta_value,text_raw_left,text_raw_right,text_norm_left,text_norm_right,drift_label_r0,drift_label_r1,drift_label_r2,residual_class,character_diff_summary,token_diff_summary,phrase_diff_summary,category_labels
PSA:90:15,PSA,90,15,0.3114601342304213,0.3114601342304213,,R0,R1,0.0,Make vs glad according to the dayes wherein thou hast afflicted vs: and the yeeres wherein we haue seene euil.,"Make us glad according to the days wherein thou hast afflicted us, and the years wherein we have seen evil.",make vs glad according to the dayes wherein thou hast afflicted vs: and the yeeres wherein we haue seene euil.,"make us glad according to the days wherein thou hast afflicted us, and the years wherein we have seen evil.",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:6, delete:3, insert:0}; examples=replace: [v] -> [u] | delete: [e] -> [] | replace: [v] -> [u] | replace: [:] -> [,] | replace: [e] -> [a] | delete: [e] -> [] | replace: [u] -> [v] | delete: [e] -> []","ops={replace:5, delete:0, insert:0}; examples=replace: [vs] -> [us] | replace: [dayes] -> [days] | replace: [vs:] -> [us,] | replace: [yeeres] -> [years] | replace: [haue seene euil.] -> [have seen evil.]","ops={replace:1, delete:0, insert:0}; examples=replace: [Make vs glad according to the dayes wherein thou hast afflicted vs and the yeeres wherein we haue seene euil] -> [Make us glad according to the days wherein thou hast afflicted us and the years wherein we have seen evil]",
PSA:44:17,PSA,44,17,0.31099889271073067,0.31099889271073067,,R0,R1,0.0,"All this is come vpon vs; yet haue wee not forgotten thee, neither haue we dealt falsly in thy couenant.","All this is come upon us; yet have we not forgotten thee, neither have we dealt falsely in thy covenant.","all this is come vpon vs; yet haue wee not forgotten thee, neither haue we dealt falsly in thy couenant.","all this is come upon us; yet have we not forgotten thee, neither have we dealt falsely in thy covenant.",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:5, delete:1, insert:1}; examples=replace: [v] -> [u] | replace: [v] -> [u] | replace: [u] -> [v] | delete: [e] -> [] | replace: [u] -> [v] | insert: [] -> [e] | replace: [u] -> [v]","ops={replace:5, delete:0, insert:0}; examples=replace: [vpon vs;] -> [upon us;] | replace: [haue wee] -> [have we] | replace: [haue] -> [have] | replace: [falsly] -> [falsely] | replace: [couenant.] -> [covenant.]","ops={replace:1, delete:0, insert:0}; examples=replace: [All this is come vpon vs yet haue wee not forgotten thee neither haue we dealt falsly in thy couenant] -> [All this is come upon us yet have we not forgotten thee neither have we dealt falsely in thy covenant]",
2SA:6:14,2SA,6,14,0.3109068398949275,0.3109068398949275,,R0,R1,0.0,"And Dauid daunced before the Lord with all his might, and Dauid was girded with a linnen Ephod.",And David danced before the LORD with all his might; and David was girded with a linen ephod.,"and dauid daunced before the lord with all his might, and dauid was girded with a linnen ephod.",and david danced before the lord with all his might; and david was girded with a linen ephod.,STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:5, delete:2, insert:0}; examples=replace: [u] -> [v] | delete: [u] -> [] | replace: [o r d] -> [O R D] | replace: [,] -> [;] | replace: [u] -> [v] | delete: [n] -> [] | replace: [E] -> [e]","ops={replace:5, delete:0, insert:0}; examples=replace: [Dauid daunced] -> [David danced] | replace: [Lord] -> [LORD] | replace: [might,] -> [might;] | replace: [Dauid] -> [David] | replace: [linnen Ephod.] -> [linen ephod.]","ops={replace:1, delete:0, insert:0}; examples=replace: [And Dauid daunced before the Lord with all his might and Dauid was girded with a linnen Ephod] -> [And David danced before the LORD with all his might and David was girded with a linen ephod]",
JER:49:25,JER,49,25,0.3103136557230892,0.3103136557230892,,R0,R1,0.0,"How is the citie of praise not left, the citie of my ioy?","How is the city of praise not left, the city of my joy!","how is the citie of praise not left, the citie of my ioy?","how is the city of praise not left, the city of my joy!",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:4, delete:0, insert:0}; examples=replace: [i e] -> [y] | replace: [i e] -> [y] | replace: [i] -> [j] | replace: [?] -> [!]","ops={replace:3, delete:0, insert:0}; examples=replace: [citie] -> [city] | replace: [citie] -> [city] | replace: [ioy?] -> [joy!]","ops={replace:1, delete:0, insert:0}; examples=replace: [How is the citie of praise not left the citie of my ioy] -> [How is the city of praise not left the city of my joy]",
GEN:8:10,GEN,8,10,0.3100847538415795,0.3100847538415795,,R0,R1,0.0,And hee stayed yet other seuen dayes; and againe hee sent foorth the doue out of the Arke.,And he stayed yet other seven days; and again he sent forth the dove out of the ark;,and hee stayed yet other seuen dayes; and againe hee sent foorth the doue out of the arke.,and he stayed yet other seven days; and again he sent forth the dove out of the ark;,STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:4, delete:5, insert:0}; examples=delete: [e] -> [] | replace: [u] -> [v] | delete: [e] -> [] | delete: [e] -> [] | delete: [e] -> [] | delete: [o] -> [] | replace: [u] -> [v] | replace: [A] -> [a]","ops={replace:6, delete:0, insert:0}; examples=replace: [hee] -> [he] | replace: [seuen dayes;] -> [seven days;] | replace: [againe hee] -> [again he] | replace: [foorth] -> [forth] | replace: [doue] -> [dove] | replace: [Arke.] -> [ark;]","ops={replace:1, delete:0, insert:0}; examples=replace: [And hee stayed yet other seuen dayes and againe hee sent foorth the doue out of the Arke] -> [And he stayed yet other seven days and again he sent forth the dove out of the ark]",
JER:48:21,JER,48,21,0.3098126208352847,0.3098126208352847,,R0,R1,0.0,"And iudgement is come vpon the plaine countrey, vpon Holon, and vpon Iahazah, and vpon Mephaath,","And judgment is come upon the plain country; upon Holon, and upon Jahazah, and upon Mephaath,","and iudgement is come vpon the plaine countrey, vpon holon, and vpon iahazah, and vpon mephaath,","and judgment is come upon the plain country; upon holon, and upon jahazah, and upon mephaath,",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:7, delete:3, insert:0}; examples=replace: [i] -> [j] | delete: [e] -> [] | replace: [v] -> [u] | delete: [e] -> [] | delete: [e] -> [] | replace: [,] -> [;] | replace: [v] -> [u] | replace: [v] -> [u]","ops={replace:5, delete:0, insert:0}; examples=replace: [iudgement] -> [judgment] | replace: [vpon] -> [upon] | replace: [plaine countrey, vpon] -> [plain country; upon] | replace: [vpon Iahazah,] -> [upon Jahazah,] | replace: [vpon] -> [upon]","ops={replace:1, delete:0, insert:0}; examples=replace: [And iudgement is come vpon the plaine countrey vpon Holon and vpon Iahazah and vpon Mephaath] -> [And judgment is come upon the plain country upon Holon and upon Jahazah and upon Mephaath]",
EXO:15:18,EXO,15,18,0.3093949296990901,0.3093949296990901,,R0,R1,0.0,The Lord shal reigne for euer and euer.,The LORD shall reign for ever and ever.,the lord shal reigne for euer and euer.,the lord shall reign for ever and ever.,STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:3, delete:1, insert:1}; examples=replace: [o r d] -> [O R D] | insert: [] -> [l] | delete: [e] -> [] | replace: [u] -> [v] | replace: [u] -> [v]","ops={replace:3, delete:0, insert:0}; examples=replace: [Lord shal reigne] -> [LORD shall reign] | replace: [euer] -> [ever] | replace: [euer.] -> [ever.]","ops={replace:1, delete:0, insert:0}; examples=replace: [The Lord shal reigne for euer and euer] -> [The LORD shall reign for ever and ever]",
JHN:8:1,JHN,8,1,0.30819939397834006,0.30819939397834006,,R0,R1,0.0,Iesus went vnto &thorn; Mount of Oliues:,Jesus went unto the mount of Olives.,iesus went vnto &thorn; mount of oliues:,jesus went unto the mount of olives.,STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:6, delete:1, insert:0}; examples=replace: [I] -> [J] | replace: [v] -> [u] | delete: [&] -> [] | replace: [o r n ;] -> [e] | replace: [M] -> [m] | replace: [u] -> [v] | replace: [:] -> [.]","ops={replace:3, delete:0, insert:0}; examples=replace: [Iesus] -> [Jesus] | replace: [vnto &thorn; Mount] -> [unto the mount] | replace: [Oliues:] -> [Olives.]","ops={replace:1, delete:0, insert:0}; examples=replace: [Iesus went vnto &thorn Mount of Oliues] -> [Jesus went unto the mount of Olives]",
DEU:2:13,DEU,2,13,0.3076196777911686,0.3076196777911686,,R0,R1,0.0,"Now rise vp, said I, and get you ouer the brooke Zered: and we went ouer the brooke Zered.","Now rise up, said I, and get you over the brook Zered. And we went over the brook Zered.","now rise vp, said i, and get you ouer the brooke zered: and we went ouer the brooke zered.","now rise up, said i, and get you over the brook zered. and we went over the brook zered.",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:5, delete:2, insert:0}; examples=replace: [v] -> [u] | replace: [u] -> [v] | delete: [e] -> [] | replace: [:] -> [.] | replace: [a] -> [A] | replace: [u] -> [v] | delete: [e] -> []","ops={replace:5, delete:0, insert:0}; examples=replace: [vp,] -> [up,] | replace: [ouer] -> [over] | replace: [brooke Zered: and] -> [brook Zered. And] | replace: [ouer] -> [over] | replace: [brooke] -> [brook]","ops={replace:2, delete:0, insert:0}; examples=replace: [Now rise vp] -> [Now rise up] | replace: [and get you ouer the brooke Zered and we went ouer the brooke Zered] -> [and get you over the brook Zered And we went over the brook Zered]",
GAL:4:26,GAL,4,26,0.30735069272254767,0.30735069272254767,,R0,R1,0.0,"But Ierusalem which is aboue is free, which is the mother of vs all.","But Jerusalem which is above is free, which is the mother of us all.","but ierusalem which is aboue is free, which is the mother of vs all.","but jerusalem which is above is free, which is the mother of us all.",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:3, delete:0, insert:0}; examples=replace: [I] -> [J] | replace: [u] -> [v] | replace: [v] -> [u]","ops={replace:3, delete:0, insert:0}; examples=replace: [Ierusalem] -> [Jerusalem] | replace: [aboue] -> [above] | replace: [vs] -> [us]","ops={replace:1, delete:0, insert:0}; examples=replace: [But Ierusalem which is aboue is free which is the mother of vs all] -> [But Jerusalem which is above is free which is the mother of us all]",
GEN:47:16,GEN,47,16,0.3069833865287863,0.3069833865287863,,R0,R1,0.0,"And Ioseph said, Giue your cattell: and I will giue you for your catell, if money faile.","And Joseph said, Give your cattle; and I will give you for your cattle, if money fail.","and ioseph said, giue your cattell: and i will giue you for your catell, if money faile.","and joseph said, give your cattle; and i will give you for your cattle, if money fail.",STRONG_OUTLIER,STRONG_OUTLIER,,normalization_insensitive,"ops={replace:4, delete:2, insert:2}; examples=replace: [I] -> [J] | replace: [u] -> [v] | insert: [] -> [l] | replace: [l l :] -> [;] | replace: [u] -> [v] | insert: [] -> [t l] | delete: [l l] -> [] | delete: [e] -> []","ops={replace:6, delete:0, insert:0}; examples=replace: [Ioseph] -> [Joseph] | replace: [Giue] -> [Give] | replace: [cattell:] -> [cattle;] | replace: [giue] -> [give] | replace: [catell,] -> [cattle,] | replace: [faile.] -> [fail.]","ops={replace:1, delete:0, insert:0}; examples=replace: [And Ioseph said Giue your cattell and I will giue you for your catell if money faile] -> [And Joseph said Give your cattle and I will give you for your cattle if money fail]",
