rank_overall,rank_within_representation,rank_within_classification,rank_within_work,unit_key,work_code,work_name,representation,classification,drift_value,threshold_primary,threshold_secondary,threshold_source,excess_over_primary,excess_over_secondary,drift_to_primary_ratio,drift_to_secondary_ratio,small_sample_flag,mad_zero_flag
440,220,220,9,LEV:13:33,LEV,Leviticus,R1,STRONG_OUTLIER,0.2544530449608112,0.2536937138059426,0.1520578598094974,WORK,0.0007593311548686477,0.10239518515131382,1.0029931019711804,1.6733962011539394,False,False
441,221,221,1,EZE:34:22,EZE,Ezekiel,R0,STRONG_OUTLIER,0.2536898541930806,0.1977293149575067,0.1466200453576744,WORK,0.0559605392355739,0.1070698088354062,1.2830158959868958,1.7302535514445736,False,False
442,221,221,1,EZE:34:22,EZE,Ezekiel,R1,STRONG_OUTLIER,0.2536898541930806,0.1977293149575067,0.1466200453576744,WORK,0.0559605392355739,0.1070698088354062,1.2830158959868958,1.7302535514445736,False,False
443,222,222,4,ROM:12:21,ROM,Romans,R0,STRONG_OUTLIER,0.2535455374170723,0.2309266196192162,0.1560124813251275,WORK,0.022618917797856103,0.09753305609194482,1.0979485077777231,1.6251618797645266,False,False
444,222,222,4,ROM:12:21,ROM,Romans,R1,STRONG_OUTLIER,0.2535455374170723,0.2309266196192162,0.1560124813251275,WORK,0.022618917797856103,0.09753305609194482,1.0979485077777231,1.6251618797645266,False,False
445,223,223,1,1TI:6:21,1TI,1Timothy,R0,STRONG_OUTLIER,0.2532833339454392,0.2439872446320028,0.1381268719093453,WORK,0.009296089313436423,0.11515646203609392,1.0381007184513165,1.8337006437941548,False,False
446,223,223,1,1TI:6:21,1TI,1Timothy,R1,STRONG_OUTLIER,0.2532833339454392,0.2439872446320028,0.1381268719093453,WORK,0.009296089313436423,0.11515646203609392,1.0381007184513165,1.8337006437941548,False,False
447,224,224,3,2KI:2:18,2KI,2Kings,R0,STRONG_OUTLIER,0.2529805224885322,0.2042283105495926,0.1574881551780614,WORK,0.04875221193893961,0.09549236731047081,1.2387142693769733,1.6063463452378621,False,False
448,224,224,3,2KI:2:18,2KI,2Kings,R1,STRONG_OUTLIER,0.2529805224885322,0.2042283105495926,0.1574881551780614,WORK,0.04875221193893961,0.09549236731047081,1.2387142693769733,1.6063463452378621,False,False
449,225,225,3,2CH:4:14,2CH,2Chronicles,R0,STRONG_OUTLIER,0.2524601022068484,0.2156992211395015,0.1608023572188025,WORK,0.0367608810673469,0.09165774498804588,1.1704265823174769,1.5700024960661982,False,False
450,225,225,3,2CH:4:14,2CH,2Chronicles,R1,STRONG_OUTLIER,0.2524601022068484,0.2156992211395015,0.1608023572188025,WORK,0.0367608810673469,0.09165774498804588,1.1704265823174769,1.5700024960661982,False,False
451,226,226,25,PSA:78:15,PSA,Psalms,R0,STRONG_OUTLIER,0.2519376588995878,0.2517472342683223,0.1720894079000068,WORK,0.00019042463126550668,0.07984825099958101,1.0007564120091288,1.4639928277629797,False,False
452,226,226,25,PSA:78:15,PSA,Psalms,R1,STRONG_OUTLIER,0.2519376588995878,0.2517472342683223,0.1720894079000068,WORK,0.00019042463126550668,0.07984825099958101,1.0007564120091288,1.4639928277629797,False,False
453,227,227,4,1KI:11:39,1KI,1Kings,R0,STRONG_OUTLIER,0.2513035576763681,0.2134238491198039,0.1471697863256086,WORK,0.037879708556564196,0.10413377135075949,1.1774858279090483,1.7075757460187293,False,False
454,227,227,4,1KI:11:39,1KI,1Kings,R1,STRONG_OUTLIER,0.2513035576763681,0.2134238491198039,0.1471697863256086,WORK,0.037879708556564196,0.10413377135075949,1.1774858279090483,1.7075757460187293,False,False
455,228,228,7,MRK:12:11,MRK,Mark,R0,STRONG_OUTLIER,0.2511451574840545,0.2485395579355932,0.180716099125319,WORK,0.002605599548461318,0.07042905835873553,1.0104836411962097,1.3897221038945509,False,False
456,228,228,7,MRK:12:11,MRK,Mark,R1,STRONG_OUTLIER,0.2511451574840545,0.2485395579355932,0.180716099125319,WORK,0.002605599548461318,0.07042905835873553,1.0104836411962097,1.3897221038945509,False,False
457,229,229,2,NUM:28:29,NUM,Numbers,R0,STRONG_OUTLIER,0.2503320045297459,0.2060272335177108,0.1521304504522337,WORK,0.044304771012035116,0.09820155407751222,1.2150432748893196,1.645508862858102,False,False
458,229,229,2,NUM:28:29,NUM,Numbers,R1,STRONG_OUTLIER,0.2503320045297459,0.2060272335177108,0.1521304504522337,WORK,0.044304771012035116,0.09820155407751222,1.2150432748893196,1.645508862858102,False,False
459,230,230,10,LUK:3:32,LUK,Luke,R0,STRONG_OUTLIER,0.2501321494409687,0.2425750004264786,0.1904093970791806,WORK,0.007557149014490089,0.05972275236178809,1.0311538658196584,1.313654437637617,False,False
460,230,230,10,LUK:3:32,LUK,Luke,R1,STRONG_OUTLIER,0.2501321494409687,0.2425750004264786,0.1904093970791806,WORK,0.007557149014490089,0.05972275236178809,1.0311538658196584,1.313654437637617,False,False
461,231,231,5,EXO:10:26,EXO,Exodus,R0,STRONG_OUTLIER,0.2498226112427334,0.2061688329235183,0.1458137712888438,WORK,0.043653778319215075,0.1040088399538896,1.2117380095730044,1.7132991557282855,False,False
462,231,231,5,EXO:10:26,EXO,Exodus,R1,STRONG_OUTLIER,0.2498226112427334,0.2061688329235183,0.1458137712888438,WORK,0.043653778319215075,0.1040088399538896,1.2117380095730044,1.7132991557282855,False,False
463,232,232,5,NEH:5:14,NEH,Nehemiah,R0,STRONG_OUTLIER,0.2491593516964099,0.249097416043593,0.1712008590080952,WORK,6.193565281689684e-05,0.0779584926883147,1.0002486402862005,1.4553627425702838,False,False
464,232,232,5,NEH:5:14,NEH,Nehemiah,R1,STRONG_OUTLIER,0.2491593516964099,0.249097416043593,0.1712008590080952,WORK,6.193565281689684e-05,0.0779584926883147,1.0002486402862005,1.4553627425702838,False,False
465,233,233,4,ISA:26:18,ISA,Isaiah,R0,STRONG_OUTLIER,0.2488398869309958,0.2203930443072171,0.1556613590945488,WORK,0.028446842623778695,0.09317852783644698,1.129073232384436,1.5985976762534257,False,False
466,233,233,4,ISA:26:18,ISA,Isaiah,R1,STRONG_OUTLIER,0.2488398869309958,0.2203930443072171,0.1556613590945488,WORK,0.028446842623778695,0.09317852783644698,1.129073232384436,1.5985976762534257,False,False
467,234,234,5,ISA:65:18,ISA,Isaiah,R0,STRONG_OUTLIER,0.2478609714803347,0.2203930443072171,0.1556613590945488,WORK,0.027467927173117607,0.09219961238578589,1.1246315520503845,1.5923089257481287,False,False
468,234,234,5,ISA:65:18,ISA,Isaiah,R1,STRONG_OUTLIER,0.2478609714803347,0.2203930443072171,0.1556613590945488,WORK,0.027467927173117607,0.09219961238578589,1.1246315520503845,1.5923089257481287,False,False
469,235,235,11,LUK:20:24,LUK,Luke,R0,STRONG_OUTLIER,0.2477755488621289,0.2425750004264786,0.1904093970791806,WORK,0.005200548435650321,0.05736615178294832,1.0214389299247948,1.3012779445916367,False,False
470,235,235,11,LUK:20:24,LUK,Luke,R1,STRONG_OUTLIER,0.2477755488621289,0.2425750004264786,0.1904093970791806,WORK,0.005200548435650321,0.05736615178294832,1.0214389299247948,1.3012779445916367,False,False
471,236,236,9,PRO:8:8,PRO,Proverbs,R0,STRONG_OUTLIER,0.2475425701205965,0.2365615998472131,0.1658406971808283,WORK,0.010980970273383406,0.08170187293976819,1.0464190734272834,1.4926527343929497,False,False
472,236,236,9,PRO:8:8,PRO,Proverbs,R1,STRONG_OUTLIER,0.2475425701205965,0.2365615998472131,0.1658406971808283,WORK,0.010980970273383406,0.08170187293976819,1.0464190734272834,1.4926527343929497,False,False
473,237,237,9,DEU:29:14,DEU,Deuteronomy,R0,STRONG_OUTLIER,0.2474234651868968,0.2277736606676687,0.158268997269363,WORK,0.019649804519228126,0.08915446791753381,1.0862689937968641,1.5633097413626689,False,False
474,237,237,9,DEU:29:14,DEU,Deuteronomy,R1,STRONG_OUTLIER,0.2474234651868968,0.2277736606676687,0.158268997269363,WORK,0.019649804519228126,0.08915446791753381,1.0862689937968641,1.5633097413626689,False,False
475,238,238,2,1TI:3:6,1TI,1Timothy,R0,STRONG_OUTLIER,0.2472699092534802,0.2439872446320028,0.1381268719093453,WORK,0.003282664621477388,0.10914303734413489,1.0134542468661774,1.7901651274327495,False,False
476,238,238,2,1TI:3:6,1TI,1Timothy,R1,STRONG_OUTLIER,0.2472699092534802,0.2439872446320028,0.1381268719093453,WORK,0.003282664621477388,0.10914303734413489,1.0134542468661774,1.7901651274327495,False,False
477,239,239,3,NUM:31:27,NUM,Numbers,R0,STRONG_OUTLIER,0.2471025205244832,0.2060272335177108,0.1521304504522337,WORK,0.041075287006772404,0.0949720700722495,1.1993682403313999,1.6242804763275782,False,False
478,239,239,3,NUM:31:27,NUM,Numbers,R1,STRONG_OUTLIER,0.2471025205244832,0.2060272335177108,0.1521304504522337,WORK,0.041075287006772404,0.0949720700722495,1.1993682403313999,1.6242804763275782,False,False
479,240,240,3,ECC:11:2,ECC,Ecclesiastes,R0,STRONG_OUTLIER,0.2469535798832522,0.2462926441161754,0.1879518236166134,WORK,0.0006609357670767924,0.05900175626663881,1.002683538395751,1.3139195732784767,False,False
480,240,240,3,ECC:11:2,ECC,Ecclesiastes,R1,STRONG_OUTLIER,0.2469535798832522,0.2462926441161754,0.1879518236166134,WORK,0.0006609357670767924,0.05900175626663881,1.002683538395751,1.3139195732784767,False,False
481,241,241,4,2CH:36:5,2CH,2Chronicles,R0,STRONG_OUTLIER,0.2449741665759655,0.2156992211395015,0.1608023572188025,WORK,0.029274945436464,0.08417180935716298,1.1357211457779475,1.523448852448295,False,False
482,241,241,4,2CH:36:5,2CH,2Chronicles,R1,STRONG_OUTLIER,0.2449741665759655,0.2156992211395015,0.1608023572188025,WORK,0.029274945436464,0.08417180935716298,1.1357211457779475,1.523448852448295,False,False
483,242,242,2,PHP:4:23,PHP,Philippians,R0,STRONG_OUTLIER,0.2446239225416205,0.2439662099883969,0.171683262334117,WORK,0.0006577125532235828,0.0729406602075035,1.002695916591297,1.424855977314503,False,False
484,242,242,2,PHP:4:23,PHP,Philippians,R1,STRONG_OUTLIER,0.2446239225416205,0.2439662099883969,0.171683262334117,WORK,0.0006577125532235828,0.0729406602075035,1.002695916591297,1.424855977314503,False,False
485,243,243,12,LUK:20:22,LUK,Luke,R0,STRONG_OUTLIER,0.2443821255342225,0.2425750004264786,0.1904093970791806,WORK,0.0018071251077439177,0.05397272845504192,1.0074497582379336,1.2834562226600492,False,False
486,243,243,12,LUK:20:22,LUK,Luke,R1,STRONG_OUTLIER,0.2443821255342225,0.2425750004264786,0.1904093970791806,WORK,0.0018071251077439177,0.05397272845504192,1.0074497582379336,1.2834562226600492,False,False
487,244,244,4,NUM:1:47,NUM,Numbers,R0,STRONG_OUTLIER,0.2439864709485542,0.2060272335177108,0.1521304504522337,WORK,0.037959237430843396,0.0918560204963205,1.184243785555565,1.603797729009957,False,False
488,244,244,4,NUM:1:47,NUM,Numbers,R1,STRONG_OUTLIER,0.2439864709485542,0.2060272335177108,0.1521304504522337,WORK,0.037959237430843396,0.0918560204963205,1.184243785555565,1.603797729009957,False,False
489,245,245,2,JDG:1:21,JDG,Judges,R0,STRONG_OUTLIER,0.2427555678158783,0.2109212600391261,0.1517173137608478,WORK,0.031834307776752196,0.0910382540550305,1.1509298198334625,1.6000518450948467,False,False
490,245,245,2,JDG:1:21,JDG,Judges,R1,STRONG_OUTLIER,0.2427555678158783,0.2109212600391261,0.1517173137608478,WORK,0.031834307776752196,0.0910382540550305,1.1509298198334625,1.6000518450948467,False,False
491,246,246,6,EXO:12:38,EXO,Exodus,R0,STRONG_OUTLIER,0.2422758964658108,0.2061688329235183,0.1458137712888438,WORK,0.036107063542292483,0.096462125176967,1.1751334720689184,1.6615433118857088,False,False
492,246,246,6,EXO:12:38,EXO,Exodus,R1,STRONG_OUTLIER,0.2422758964658108,0.2061688329235183,0.1458137712888438,WORK,0.036107063542292483,0.096462125176967,1.1751334720689184,1.6615433118857088,False,False
493,247,247,6,ISA:51:5,ISA,Isaiah,R0,STRONG_OUTLIER,0.2420139826269812,0.2203930443072171,0.1556613590945488,WORK,0.02162093831976411,0.0863526235324324,1.0981017272470068,1.5547466888040067,False,False
494,247,247,6,ISA:51:5,ISA,Isaiah,R1,STRONG_OUTLIER,0.2420139826269812,0.2203930443072171,0.1556613590945488,WORK,0.02162093831976411,0.0863526235324324,1.0981017272470068,1.5547466888040067,False,False
495,248,248,2,EZE:48:22,EZE,Ezekiel,R0,STRONG_OUTLIER,0.2414923917489654,0.1977293149575067,0.1466200453576744,WORK,0.04376307679145869,0.094872346391291,1.221328217320045,1.647062590656368,False,False
496,248,248,2,EZE:48:22,EZE,Ezekiel,R1,STRONG_OUTLIER,0.2414923917489654,0.1977293149575067,0.1466200453576744,WORK,0.04376307679145869,0.094872346391291,1.221328217320045,1.647062590656368,False,False
497,249,249,5,NUM:32:4,NUM,Numbers,R0,STRONG_OUTLIER,0.2413720495897875,0.2060272335177108,0.1521304504522337,WORK,0.03534481607207671,0.0892415991375538,1.1715540973326632,1.5866123374529422,False,False
498,249,249,5,NUM:32:4,NUM,Numbers,R1,STRONG_OUTLIER,0.2413720495897875,0.2060272335177108,0.1521304504522337,WORK,0.03534481607207671,0.0892415991375538,1.1715540973326632,1.5866123374529422,False,False
499,250,250,5,2CH:36:2,2CH,2Chronicles,R0,STRONG_OUTLIER,0.2410053080051314,0.2156992211395015,0.1608023572188025,WORK,0.025306086865629907,0.08020295078632889,1.1173211786854966,1.4987672579774272,False,False
500,250,250,5,2CH:36:2,2CH,2Chronicles,R1,STRONG_OUTLIER,0.2410053080051314,0.2156992211395015,0.1608023572188025,WORK,0.025306086865629907,0.08020295078632889,1.1173211786854966,1.4987672579774272,False,False
501,251,251,11,ACT:1:17,ACT,Acts,R0,STRONG_OUTLIER,0.2408741558327877,0.2407747958049971,0.1622007514290091,WORK,9.936002779059594e-05,0.0786734044037786,1.000412667893491,1.4850372375630567,False,False
502,251,251,11,ACT:1:17,ACT,Acts,R1,STRONG_OUTLIER,0.2408741558327877,0.2407747958049971,0.1622007514290091,WORK,9.936002779059594e-05,0.0786734044037786,1.000412667893491,1.4850372375630567,False,False
503,252,252,6,2CH:12:8,2CH,2Chronicles,R0,STRONG_OUTLIER,0.2399042002512488,0.2156992211395015,0.1608023572188025,WORK,0.02420497911174732,0.0791018430324463,1.1122163491545154,1.491919673321785,False,False
504,252,252,6,2CH:12:8,2CH,2Chronicles,R1,STRONG_OUTLIER,0.2399042002512488,0.2156992211395015,0.1608023572188025,WORK,0.02420497911174732,0.0791018430324463,1.1122163491545154,1.491919673321785,False,False
505,253,253,7,EXO:40:37,EXO,Exodus,R0,STRONG_OUTLIER,0.2395704952113297,0.2061688329235183,0.1458137712888438,WORK,0.033401662287811384,0.09375672392248591,1.1620112109777634,1.64298950019448,False,False
506,253,253,7,EXO:40:37,EXO,Exodus,R1,STRONG_OUTLIER,0.2395704952113297,0.2061688329235183,0.1458137712888438,WORK,0.033401662287811384,0.09375672392248591,1.1620112109777634,1.64298950019448,False,False
507,254,254,5,1KI:15:4,1KI,1Kings,R0,STRONG_OUTLIER,0.2394875113126481,0.2134238491198039,0.1471697863256086,WORK,0.0260636621928442,0.0923177249870395,1.1221216012190538,1.6272872122188815,False,False
508,254,254,5,1KI:15:4,1KI,1Kings,R1,STRONG_OUTLIER,0.2394875113126481,0.2134238491198039,0.1471697863256086,WORK,0.0260636621928442,0.0923177249870395,1.1221216012190538,1.6272872122188815,False,False
509,255,255,3,DAN:6:21,DAN,Daniel,R0,STRONG_OUTLIER,0.2388253851395991,0.2230599517621362,0.1564706148641274,WORK,0.015765433377462917,0.08235477027547172,1.070678009445078,1.5263273896314986,False,False
510,255,255,3,DAN:6:21,DAN,Daniel,R1,STRONG_OUTLIER,0.2388253851395991,0.2230599517621362,0.1564706148641274,WORK,0.015765433377462917,0.08235477027547172,1.070678009445078,1.5263273896314986,False,False
511,256,256,3,JDG:5:30,JDG,Judges,R0,STRONG_OUTLIER,0.2383565793083454,0.2109212600391261,0.1517173137608478,WORK,0.0274353192692193,0.0866392655474976,1.1300737501005353,1.5710572076438631,False,False
512,256,256,3,JDG:5:30,JDG,Judges,R1,STRONG_OUTLIER,0.2383565793083454,0.2109212600391261,0.1517173137608478,WORK,0.0274353192692193,0.0866392655474976,1.1300737501005353,1.5710572076438631,False,False
513,257,257,4,DAN:9:12,DAN,Daniel,R0,STRONG_OUTLIER,0.2381500856868802,0.2230599517621362,0.1564706148641274,WORK,0.01509013392474401,0.08167947082275281,1.0676505746797418,1.5220115667959757,False,False
514,257,257,4,DAN:9:12,DAN,Daniel,R1,STRONG_OUTLIER,0.2381500856868802,0.2230599517621362,0.1564706148641274,WORK,0.01509013392474401,0.08167947082275281,1.0676505746797418,1.5220115667959757,False,False
515,258,258,4,JDG:15:20,JDG,Judges,R0,STRONG_OUTLIER,0.2379451772410995,0.2109212600391261,0.1517173137608478,WORK,0.02702391720197342,0.08622786348025172,1.1281232493915523,1.5683455720562836,False,False
516,258,258,4,JDG:15:20,JDG,Judges,R1,STRONG_OUTLIER,0.2379451772410995,0.2109212600391261,0.1517173137608478,WORK,0.02702391720197342,0.08622786348025172,1.1281232493915523,1.5683455720562836,False,False
517,259,259,10,PRO:20:23,PRO,Proverbs,R0,STRONG_OUTLIER,0.2369476799046865,0.2365615998472131,0.1658406971808283,WORK,0.000386080057473398,0.07110698272385818,1.0016320487252486,1.4287667860339794,False,False
518,259,259,10,PRO:20:23,PRO,Proverbs,R1,STRONG_OUTLIER,0.2369476799046865,0.2365615998472131,0.1658406971808283,WORK,0.000386080057473398,0.07110698272385818,1.0016320487252486,1.4287667860339794,False,False
519,260,260,5,ROM:10:13,ROM,Romans,R0,STRONG_OUTLIER,0.2361691728152658,0.2309266196192162,0.1560124813251275,WORK,0.005242553196049604,0.08015669149013832,1.0227022471670622,1.5137838383782454,False,False
520,260,260,5,ROM:10:13,ROM,Romans,R1,STRONG_OUTLIER,0.2361691728152658,0.2309266196192162,0.1560124813251275,WORK,0.005242553196049604,0.08015669149013832,1.0227022471670622,1.5137838383782454,False,False
521,261,261,7,ISA:9:6,ISA,Isaiah,R0,STRONG_OUTLIER,0.2352000225642994,0.2203930443072171,0.1556613590945488,WORK,0.014806978257082298,0.07953866346975058,1.0671844172924174,1.5109724335725396,False,False
522,261,261,7,ISA:9:6,ISA,Isaiah,R1,STRONG_OUTLIER,0.2352000225642994,0.2203930443072171,0.1556613590945488,WORK,0.014806978257082298,0.07953866346975058,1.0671844172924174,1.5109724335725396,False,False
523,262,262,6,NUM:16:13,NUM,Numbers,R0,STRONG_OUTLIER,0.2351637993132901,0.2060272335177108,0.1521304504522337,WORK,0.0291365657955793,0.0830333488610564,1.1414209437174947,1.5458036087727711,False,False
524,262,262,6,NUM:16:13,NUM,Numbers,R1,STRONG_OUTLIER,0.2351637993132901,0.2060272335177108,0.1521304504522337,WORK,0.0291365657955793,0.0830333488610564,1.1414209437174947,1.5458036087727711,False,False
525,263,263,1,2PE:1:10,2PE,2Peter,R0,STRONG_OUTLIER,0.234970415444419,0.2335590167723484,0.1640285042271768,WORK,0.0014113986720706018,0.07094191121724219,1.006043006566714,1.4324974586062724,False,False
526,263,263,1,2PE:1:10,2PE,2Peter,R1,STRONG_OUTLIER,0.234970415444419,0.2335590167723484,0.1640285042271768,WORK,0.0014113986720706018,0.07094191121724219,1.006043006566714,1.4324974586062724,False,False
527,264,264,7,2CH:9:19,2CH,2Chronicles,R0,STRONG_OUTLIER,0.2340397453360089,0.2156992211395015,0.1608023572188025,WORK,0.01834052419650742,0.0732373881172064,1.0850282356126166,1.4554497171801584,False,False
528,264,264,7,2CH:9:19,2CH,2Chronicles,R1,STRONG_OUTLIER,0.2340397453360089,0.2156992211395015,0.1608023572188025,WORK,0.01834052419650742,0.0732373881172064,1.0850282356126166,1.4554497171801584,False,False
529,265,265,2,AMO:6:5,AMO,Amos,R0,STRONG_OUTLIER,0.233413887503823,0.2309942136095671,0.1634155251031349,WORK,0.0024196738942559026,0.0699983624006881,1.0104750411555576,1.428345852430549,False,False
530,265,265,2,AMO:6:5,AMO,Amos,R1,STRONG_OUTLIER,0.233413887503823,0.2309942136095671,0.1634155251031349,WORK,0.0024196738942559026,0.0699983624006881,1.0104750411555576,1.428345852430549,False,False
531,266,266,1,SNG:2:4,SNG,SongofSolomon,R0,STRONG_OUTLIER,0.2331671305385325,0.2217445237246225,0.1631926633448978,WORK,0.011422606813909997,0.0699744671936347,1.051512464082745,1.4287843936081117,False,False
532,266,266,1,SNG:2:4,SNG,SongofSolomon,R1,STRONG_OUTLIER,0.2331671305385325,0.2217445237246225,0.1631926633448978,WORK,0.011422606813909997,0.0699744671936347,1.051512464082745,1.4287843936081117,False,False
533,267,267,8,ISA:12:3,ISA,Isaiah,R0,STRONG_OUTLIER,0.2325705188599655,0.2203930443072171,0.1556613590945488,WORK,0.012177474552748396,0.07690915976541668,1.0552534431884049,1.4940799708597046,False,False
534,267,267,8,ISA:12:3,ISA,Isaiah,R1,STRONG_OUTLIER,0.2325705188599655,0.2203930443072171,0.1556613590945488,WORK,0.012177474552748396,0.07690915976541668,1.0552534431884049,1.4940799708597046,False,False
535,268,268,2,HEB:5:13,HEB,Hebrews,R0,STRONG_OUTLIER,0.2315515775416963,0.214279535005857,0.1704570020425162,WORK,0.017272042535839305,0.0610945754991801,1.0806051895500295,1.3584163441050172,False,False
536,268,268,2,HEB:5:13,HEB,Hebrews,R1,STRONG_OUTLIER,0.2315515775416963,0.214279535005857,0.1704570020425162,WORK,0.017272042535839305,0.0610945754991801,1.0806051895500295,1.3584163441050172,False,False
537,269,269,7,NUM:19:22,NUM,Numbers,R0,STRONG_OUTLIER,0.231542523389081,0.2060272335177108,0.1521304504522337,WORK,0.025515289871370195,0.0794120729368473,1.1238442580416284,1.5219998540777429,False,False
538,269,269,7,NUM:19:22,NUM,Numbers,R1,STRONG_OUTLIER,0.231542523389081,0.2060272335177108,0.1521304504522337,WORK,0.025515289871370195,0.0794120729368473,1.1238442580416284,1.5219998540777429,False,False
539,270,270,3,EZE:48:13,EZE,Ezekiel,R0,STRONG_OUTLIER,0.2311408248667618,0.1977293149575067,0.1466200453576744,WORK,0.033411509909255094,0.0845207795090874,1.1689760059930185,1.5764612833320435,False,False
540,270,270,3,EZE:48:13,EZE,Ezekiel,R1,STRONG_OUTLIER,0.2311408248667618,0.1977293149575067,0.1466200453576744,WORK,0.033411509909255094,0.0845207795090874,1.1689760059930185,1.5764612833320435,False,False
541,271,271,9,ISA:49:24,ISA,Isaiah,R0,STRONG_OUTLIER,0.2310032421914001,0.2203930443072171,0.1556613590945488,WORK,0.010610197884182992,0.07534188309685128,1.0481421630956416,1.4840114690961201,False,False
542,271,271,9,ISA:49:24,ISA,Isaiah,R1,STRONG_OUTLIER,0.2310032421914001,0.2203930443072171,0.1556613590945488,WORK,0.010610197884182992,0.07534188309685128,1.0481421630956416,1.4840114690961201,False,False
543,272,272,2,JAS:2:4,JAS,James,R0,STRONG_OUTLIER,0.2308815169515188,0.229866855888857,0.1781802858365281,WORK,0.0010146610626617925,0.0527012311149907,1.004414125119249,1.2957747590737483,False,False
544,272,272,2,JAS:2:4,JAS,James,R1,STRONG_OUTLIER,0.2308815169515188,0.229866855888857,0.1781802858365281,WORK,0.0010146610626617925,0.0527012311149907,1.004414125119249,1.2957747590737483,False,False
545,273,273,8,NUM:1:37,NUM,Numbers,R0,STRONG_OUTLIER,0.2304429375953904,0.2060272335177108,0.1521304504522337,WORK,0.024415704077679595,0.0783124871431567,1.1185071684980945,1.514771940202369,False,False
546,273,273,8,NUM:1:37,NUM,Numbers,R1,STRONG_OUTLIER,0.2304429375953904,0.2060272335177108,0.1521304504522337,WORK,0.024415704077679595,0.0783124871431567,1.1185071684980945,1.514771940202369,False,False
547,274,274,10,ISA:47:2,ISA,Isaiah,R0,STRONG_OUTLIER,0.2303188092376319,0.2203930443072171,0.1556613590945488,WORK,0.009925764930414804,0.07465745014308309,1.045036652411674,1.4796145336090514,False,False
548,274,274,10,ISA:47:2,ISA,Isaiah,R1,STRONG_OUTLIER,0.2303188092376319,0.2203930443072171,0.1556613590945488,WORK,0.009925764930414804,0.07465745014308309,1.045036652411674,1.4796145336090514,False,False
549,275,275,11,ISA:28:15,ISA,Isaiah,R0,STRONG_OUTLIER,0.2303130432522969,0.2203930443072171,0.1556613590945488,WORK,0.009919998945079805,0.07465168415774809,1.045010490128045,1.4795774917550644,False,False
550,275,275,11,ISA:28:15,ISA,Isaiah,R1,STRONG_OUTLIER,0.2303130432522969,0.2203930443072171,0.1556613590945488,WORK,0.009919998945079805,0.07465168415774809,1.045010490128045,1.4795774917550644,False,False
551,276,276,10,DEU:15:1,DEU,Deuteronomy,R0,STRONG_OUTLIER,0.2303002995543693,0.2277736606676687,0.158268997269363,WORK,0.0025266388867005996,0.07203130228500629,1.0110927614689702,1.4551194708235495,False,False
552,276,276,10,DEU:15:1,DEU,Deuteronomy,R1,STRONG_OUTLIER,0.2303002995543693,0.2277736606676687,0.158268997269363,WORK,0.0025266388867005996,0.07203130228500629,1.0110927614689702,1.4551194708235495,False,False
553,277,277,6,1KI:1:1,1KI,1Kings,R0,STRONG_OUTLIER,0.2299219025288492,0.2134238491198039,0.1471697863256086,WORK,0.01649805340904531,0.0827521162032406,1.077301826750319,1.562290115854039,False,False
554,277,277,6,1KI:1:1,1KI,1Kings,R1,STRONG_OUTLIER,0.2299219025288492,0.2134238491198039,0.1471697863256086,WORK,0.01649805340904531,0.0827521162032406,1.077301826750319,1.562290115854039,False,False
555,278,278,1,TIT:3:9,TIT,Titus,R0,STRONG_OUTLIER,0.2298959097579983,0.1252064804171093,0.1130923812925082,WORK,0.10468942934088901,0.11680352846549011,1.8361342719013396,2.0328151828670333,True,False
556,278,278,1,TIT:3:9,TIT,Titus,R1,STRONG_OUTLIER,0.2298959097579983,0.1252064804171093,0.1130923812925082,WORK,0.10468942934088901,0.11680352846549011,1.8361342719013396,2.0328151828670333,True,False
557,279,279,8,2CH:21:17,2CH,2Chronicles,R0,STRONG_OUTLIER,0.2293341814914632,0.2156992211395015,0.1608023572188025,WORK,0.013634960351961711,0.06853182427266069,1.0632128399904766,1.426186689411586,False,False
558,279,279,8,2CH:21:17,2CH,2Chronicles,R1,STRONG_OUTLIER,0.2293341814914632,0.2156992211395015,0.1608023572188025,WORK,0.013634960351961711,0.06853182427266069,1.0632128399904766,1.426186689411586,False,False
559,280,280,8,JER:39:2,JER,Jeremiah,R0,STRONG_OUTLIER,0.2273651218788017,0.203825573325914,0.1595710794486916,WORK,0.0235395485528877,0.06779404243011011,1.1154886904954184,1.4248516878141981,False,False
560,280,280,8,JER:39:2,JER,Jeremiah,R1,STRONG_OUTLIER,0.2273651218788017,0.203825573325914,0.1595710794486916,WORK,0.0235395485528877,0.06779404243011011,1.1154886904954184,1.4248516878141981,False,False
561,281,281,12,ISA:31:6,ISA,Isaiah,R0,STRONG_OUTLIER,0.2264354205075973,0.2203930443072171,0.1556613590945488,WORK,0.006042376200380201,0.07077406141304848,1.0274163652458896,1.454666860322479,False,False
562,281,281,12,ISA:31:6,ISA,Isaiah,R1,STRONG_OUTLIER,0.2264354205075973,0.2203930443072171,0.1556613590945488,WORK,0.006042376200380201,0.07077406141304848,1.0274163652458896,1.454666860322479,False,False
563,282,282,9,NUM:31:44,NUM,Numbers,R0,STRONG_OUTLIER,0.2263484565813985,0.2060272335177108,0.1521304504522337,WORK,0.020321223063687693,0.07421800612916479,1.0986336743775227,1.487857663659965,False,False
