rank_overall,rank_within_representation,rank_within_classification,rank_within_work,unit_key,work_code,work_name,representation,classification,drift_value,threshold_primary,threshold_secondary,threshold_source,excess_over_primary,excess_over_secondary,drift_to_primary_ratio,drift_to_secondary_ratio,small_sample_flag,mad_zero_flag
1638,819,460,38,JHN:7:21,JHN,John,R1,REVIEW_CANDIDATE,0.2035378991176857,0.2799187388240086,0.1962180196842647,WORK,-0.0763808397063229,0.007319879433420995,0.7271320954530832,1.0373048277890045,False,False
1639,820,461,20,MRK:14:10,MRK,Mark,R0,REVIEW_CANDIDATE,0.2034509667518198,0.2485395579355932,0.180716099125319,WORK,-0.0450885911837734,0.022734867626500815,0.8185858558762799,1.1258043292022097,False,False
1640,820,461,20,MRK:14:10,MRK,Mark,R1,REVIEW_CANDIDATE,0.2034509667518198,0.2485395579355932,0.180716099125319,WORK,-0.0450885911837734,0.022734867626500815,0.8185858558762799,1.1258043292022097,False,False
1641,821,462,23,ACT:19:14,ACT,Acts,R0,REVIEW_CANDIDATE,0.2034143674386592,0.2407747958049971,0.1622007514290091,WORK,-0.037360428366337906,0.041213616009650095,0.8448324782441264,1.2540901669477664,False,False
1642,821,462,23,ACT:19:14,ACT,Acts,R1,REVIEW_CANDIDATE,0.2034143674386592,0.2407747958049971,0.1622007514290091,WORK,-0.037360428366337906,0.041213616009650095,0.8448324782441264,1.2540901669477664,False,False
1643,822,463,41,1CH:27:31,1CH,1Chronicles,R0,REVIEW_CANDIDATE,0.2033484711067293,0.2568844066016262,0.1958660090019126,WORK,-0.05353593549489691,0.007482462104816706,0.7915952306987636,1.0382019429657325,False,False
1644,822,463,41,1CH:27:31,1CH,1Chronicles,R1,REVIEW_CANDIDATE,0.2033484711067293,0.2568844066016262,0.1958660090019126,WORK,-0.05353593549489691,0.007482462104816706,0.7915952306987636,1.0382019429657325,False,False
1645,823,464,10,JDG:19:10,JDG,Judges,R0,REVIEW_CANDIDATE,0.2032880029146188,0.2109212600391261,0.1517173137608478,WORK,-0.007633257124507298,0.051570689153771,0.9638099207112109,1.3399130124005618,False,False
1646,823,464,10,JDG:19:10,JDG,Judges,R1,REVIEW_CANDIDATE,0.2032880029146188,0.2109212600391261,0.1517173137608478,WORK,-0.007633257124507298,0.051570689153771,0.9638099207112109,1.3399130124005618,False,False
1647,824,465,21,MRK:10:32,MRK,Mark,R0,REVIEW_CANDIDATE,0.2031385542140326,0.2485395579355932,0.180716099125319,WORK,-0.04540100372156061,0.0224224550887136,0.8173288626620722,1.1240755815184156,False,False
1648,824,465,21,MRK:10:32,MRK,Mark,R1,REVIEW_CANDIDATE,0.2031385542140326,0.2485395579355932,0.180716099125319,WORK,-0.04540100372156061,0.0224224550887136,0.8173288626620722,1.1240755815184156,False,False
1649,825,466,9,2CO:13:8,2CO,2Corinthians,R0,REVIEW_CANDIDATE,0.2031379561237065,0.2574882529560191,0.1765156917175364,WORK,-0.05435029683231263,0.026622264406170104,0.7889212567627462,1.1508209505179376,False,False
1650,825,466,9,2CO:13:8,2CO,2Corinthians,R1,REVIEW_CANDIDATE,0.2031379561237065,0.2574882529560191,0.1765156917175364,WORK,-0.05435029683231263,0.026622264406170104,0.7889212567627462,1.1508209505179376,False,False
1651,826,467,11,2KI:19:34,2KI,2Kings,R0,REVIEW_CANDIDATE,0.2030826700926457,0.2042283105495926,0.1574881551780614,WORK,-0.0011456404569469003,0.0455945149145843,0.994390393506836,1.289510756304394,False,False
1652,826,467,11,2KI:19:34,2KI,2Kings,R1,REVIEW_CANDIDATE,0.2030826700926457,0.2042283105495926,0.1574881551780614,WORK,-0.0011456404569469003,0.0455945149145843,0.994390393506836,1.289510756304394,False,False
1653,827,468,5,PHP:2:18,PHP,Philippians,R0,REVIEW_CANDIDATE,0.2030747385310016,0.2439662099883969,0.171683262334117,WORK,-0.0408914714573953,0.03139147619688462,0.8323887908110713,1.1828452917896732,False,False
1654,827,468,5,PHP:2:18,PHP,Philippians,R1,REVIEW_CANDIDATE,0.2030747385310016,0.2439662099883969,0.171683262334117,WORK,-0.0408914714573953,0.03139147619688462,0.8323887908110713,1.1828452917896732,False,False
1655,828,469,14,EXO:39:22,EXO,Exodus,R0,REVIEW_CANDIDATE,0.2030219372146844,0.2061688329235183,0.1458137712888438,WORK,-0.003146895708833919,0.057208165925840604,0.9847363170067451,1.3923371943553702,False,False
1656,828,469,14,EXO:39:22,EXO,Exodus,R1,REVIEW_CANDIDATE,0.2030219372146844,0.2061688329235183,0.1458137712888438,WORK,-0.003146895708833919,0.057208165925840604,0.9847363170067451,1.3923371943553702,False,False
1657,829,470,40,JOB:4:10,JOB,Job,R0,REVIEW_CANDIDATE,0.2029561952317709,0.2593421210617336,0.1879247125578857,WORK,-0.05638592582996271,0.015031482673885183,0.7825809182128936,1.0799867269678813,False,False
1658,829,470,40,JOB:4:10,JOB,Job,R1,REVIEW_CANDIDATE,0.2029561952317709,0.2593421210617336,0.1879247125578857,WORK,-0.05638592582996271,0.015031482673885183,0.7825809182128936,1.0799867269678813,False,False
1659,830,471,39,LUK:22:7,LUK,Luke,R0,REVIEW_CANDIDATE,0.2029475641477865,0.2425750004264786,0.1904093970791806,WORK,-0.039627436278692085,0.012538167068605915,0.8366384161227585,1.0658484678851854,False,False
1660,830,471,39,LUK:22:7,LUK,Luke,R1,REVIEW_CANDIDATE,0.2029475641477865,0.2425750004264786,0.1904093970791806,WORK,-0.039627436278692085,0.012538167068605915,0.8366384161227585,1.0658484678851854,False,False
1661,831,472,44,MAT:16:9,MAT,Matthew,R0,REVIEW_CANDIDATE,0.2028402817341207,0.2574919331800241,0.1896752365333116,WORK,-0.05465165144590342,0.013165045200809106,0.7877539277795782,1.0694083499850915,False,False
1662,831,472,44,MAT:16:9,MAT,Matthew,R1,REVIEW_CANDIDATE,0.2028402817341207,0.2574919331800241,0.1896752365333116,WORK,-0.05465165144590342,0.013165045200809106,0.7877539277795782,1.0694083499850915,False,False
1663,832,473,45,MAT:13:47,MAT,Matthew,R0,REVIEW_CANDIDATE,0.2027566670999798,0.2574919331800241,0.1896752365333116,WORK,-0.05473526608004431,0.013081430566668217,0.7874292005809113,1.0689675194598784,False,False
1664,832,473,45,MAT:13:47,MAT,Matthew,R1,REVIEW_CANDIDATE,0.2027566670999798,0.2574919331800241,0.1896752365333116,WORK,-0.05473526608004431,0.013081430566668217,0.7874292005809113,1.0689675194598784,False,False
1665,833,474,40,LUK:23:29,LUK,Luke,R0,REVIEW_CANDIDATE,0.2026571623291051,0.2425750004264786,0.1904093970791806,WORK,-0.03991783809737348,0.01224776524992452,0.8354412531085532,1.0643233235218499,False,False
1666,833,474,40,LUK:23:29,LUK,Luke,R1,REVIEW_CANDIDATE,0.2026571623291051,0.2425750004264786,0.1904093970791806,WORK,-0.03991783809737348,0.01224776524992452,0.8354412531085532,1.0643233235218499,False,False
1667,834,475,69,GEN:49:33,GEN,Genesis,R0,REVIEW_CANDIDATE,0.2026538230367016,0.2785225450278982,0.1976616792286194,WORK,-0.0758687219911966,0.004992143808082189,0.7276029415012087,1.025256002213298,False,False
1668,834,475,69,GEN:49:33,GEN,Genesis,R1,REVIEW_CANDIDATE,0.2026538230367016,0.2785225450278982,0.1976616792286194,WORK,-0.0758687219911966,0.004992143808082189,0.7276029415012087,1.025256002213298,False,False
1669,835,476,70,GEN:35:9,GEN,Genesis,R0,REVIEW_CANDIDATE,0.2026355162552015,0.2785225450278982,0.1976616792286194,WORK,-0.07588702877269671,0.004973837026582079,0.7275372133157282,1.0251633854674949,False,False
1670,835,476,70,GEN:35:9,GEN,Genesis,R1,REVIEW_CANDIDATE,0.2026355162552015,0.2785225450278982,0.1976616792286194,WORK,-0.07588702877269671,0.004973837026582079,0.7275372133157282,1.0251633854674949,False,False
1671,836,477,12,1KI:17:5,1KI,1Kings,R0,REVIEW_CANDIDATE,0.202492949022765,0.2134238491198039,0.1471697863256086,WORK,-0.010930900097038898,0.0553231626971564,0.9487831367388425,1.3759138616587756,False,False
1672,836,477,12,1KI:17:5,1KI,1Kings,R1,REVIEW_CANDIDATE,0.202492949022765,0.2134238491198039,0.1471697863256086,WORK,-0.010930900097038898,0.0553231626971564,0.9487831367388425,1.3759138616587756,False,False
1673,837,478,7,HEB:10:11,HEB,Hebrews,R0,REVIEW_CANDIDATE,0.2023736917704537,0.214279535005857,0.1704570020425162,WORK,-0.011905843235403307,0.031916689727937486,0.9444377960075474,1.187241881210469,False,False
1674,837,478,7,HEB:10:11,HEB,Hebrews,R1,REVIEW_CANDIDATE,0.2023736917704537,0.214279535005857,0.1704570020425162,WORK,-0.011905843235403307,0.031916689727937486,0.9444377960075474,1.187241881210469,False,False
1675,838,479,14,EZR:9:13,EZR,Ezra,R0,REVIEW_CANDIDATE,0.2022064136281445,0.2643609161924914,0.1937090361219623,WORK,-0.0621545025643469,0.008497377506182208,0.7648877017845943,1.0438667068728384,False,False
1676,838,479,14,EZR:9:13,EZR,Ezra,R1,REVIEW_CANDIDATE,0.2022064136281445,0.2643609161924914,0.1937090361219623,WORK,-0.0621545025643469,0.008497377506182208,0.7648877017845943,1.0438667068728384,False,False
1677,839,480,41,LUK:9:44,LUK,Luke,R0,REVIEW_CANDIDATE,0.2021310149664786,0.2425750004264786,0.1904093970791806,WORK,-0.04044398546,0.011721617887298003,0.8332722440940156,1.061560080894661,False,False
1678,839,480,41,LUK:9:44,LUK,Luke,R1,REVIEW_CANDIDATE,0.2021310149664786,0.2425750004264786,0.1904093970791806,WORK,-0.04044398546,0.011721617887298003,0.8332722440940156,1.061560080894661,False,False
1679,840,481,41,JOB:12:12,JOB,Job,R0,REVIEW_CANDIDATE,0.2020795292697532,0.2593421210617336,0.1879247125578857,WORK,-0.0572625917919804,0.014154816711867496,0.7792005727509661,1.0753217419848784,False,False
1680,840,481,41,JOB:12:12,JOB,Job,R1,REVIEW_CANDIDATE,0.2020795292697532,0.2593421210617336,0.1879247125578857,WORK,-0.0572625917919804,0.014154816711867496,0.7792005727509661,1.0753217419848784,False,False
1681,841,482,10,2CO:2:11,2CO,2Corinthians,R0,REVIEW_CANDIDATE,0.2019852551080424,0.2574882529560191,0.1765156917175364,WORK,-0.055502997847976715,0.025469563390506017,0.7844445437382457,1.1442906471525651,False,False
1682,841,482,10,2CO:2:11,2CO,2Corinthians,R1,REVIEW_CANDIDATE,0.2019852551080424,0.2574882529560191,0.1765156917175364,WORK,-0.055502997847976715,0.025469563390506017,0.7844445437382457,1.1442906471525651,False,False
1683,842,483,42,JOB:38:3,JOB,Job,R0,REVIEW_CANDIDATE,0.201934524269472,0.2593421210617336,0.1879247125578857,WORK,-0.057407596792261595,0.0140098117115863,0.7786414464521313,1.0745501297881241,False,False
1684,842,483,42,JOB:38:3,JOB,Job,R1,REVIEW_CANDIDATE,0.201934524269472,0.2593421210617336,0.1879247125578857,WORK,-0.057407596792261595,0.0140098117115863,0.7786414464521313,1.0745501297881241,False,False
1685,843,484,46,MAT:13:51,MAT,Matthew,R0,REVIEW_CANDIDATE,0.2019249089718606,0.2574919331800241,0.1896752365333116,WORK,-0.05556702420816351,0.01224967243854902,0.784198970733137,1.0645823496120839,False,False
1686,843,484,46,MAT:13:51,MAT,Matthew,R1,REVIEW_CANDIDATE,0.2019249089718606,0.2574919331800241,0.1896752365333116,WORK,-0.05556702420816351,0.01224967243854902,0.784198970733137,1.0645823496120839,False,False
1687,844,485,64,PSA:112:6,PSA,Psalms,R0,REVIEW_CANDIDATE,0.2018600147959758,0.2517472342683223,0.1720894079000068,WORK,-0.049887219472346506,0.029770606895969,0.8018360772965842,1.172994998700137,False,False
1688,844,485,64,PSA:112:6,PSA,Psalms,R1,REVIEW_CANDIDATE,0.2018600147959758,0.2517472342683223,0.1720894079000068,WORK,-0.049887219472346506,0.029770606895969,0.8018360772965842,1.172994998700137,False,False
1689,845,486,65,PSA:148:10,PSA,Psalms,R0,REVIEW_CANDIDATE,0.2018066650111576,0.2517472342683223,0.1720894079000068,WORK,-0.049940569257164696,0.029717257111150808,0.8016241592392788,1.1726849866809823,False,False
1690,845,486,65,PSA:148:10,PSA,Psalms,R1,REVIEW_CANDIDATE,0.2018066650111576,0.2517472342683223,0.1720894079000068,WORK,-0.049940569257164696,0.029717257111150808,0.8016241592392788,1.1726849866809823,False,False
1691,846,487,22,PRO:24:13,PRO,Proverbs,R0,REVIEW_CANDIDATE,0.2017783680716958,0.2365615998472131,0.1658406971808283,WORK,-0.03478323177551729,0.035937670890867496,0.8529633220354336,1.2166999506260034,False,False
1692,846,487,22,PRO:24:13,PRO,Proverbs,R1,REVIEW_CANDIDATE,0.2017783680716958,0.2365615998472131,0.1658406971808283,WORK,-0.03478323177551729,0.035937670890867496,0.8529633220354336,1.2166999506260034,False,False
1693,847,488,71,GEN:5:7,GEN,Genesis,R0,REVIEW_CANDIDATE,0.2017093069663116,0.2785225450278982,0.1976616792286194,WORK,-0.0768132380615866,0.004047627737692183,0.7242117759124576,1.0204775541394173,False,False
1694,847,488,71,GEN:5:7,GEN,Genesis,R1,REVIEW_CANDIDATE,0.2017093069663116,0.2785225450278982,0.1976616792286194,WORK,-0.0768132380615866,0.004047627737692183,0.7242117759124576,1.0204775541394173,False,False
1695,848,489,7,AMO:6:13,AMO,Amos,R0,REVIEW_CANDIDATE,0.2016099795051322,0.2309942136095671,0.1634155251031349,WORK,-0.029384234104434886,0.03819445440199731,0.8727923368933347,1.2337259839779116,False,False
1696,848,489,7,AMO:6:13,AMO,Amos,R1,REVIEW_CANDIDATE,0.2016099795051322,0.2309942136095671,0.1634155251031349,WORK,-0.029384234104434886,0.03819445440199731,0.8727923368933347,1.2337259839779116,False,False
1697,849,490,5,1JN:3:14,1JN,1John,R0,REVIEW_CANDIDATE,0.2015600393634207,0.2177941649094253,0.2009684727039759,WORK,-0.01623412554600459,0.0005915666594448199,0.9254611547891748,1.0029435794156438,False,False
1698,849,490,5,1JN:3:14,1JN,1John,R1,REVIEW_CANDIDATE,0.2015600393634207,0.2177941649094253,0.2009684727039759,WORK,-0.01623412554600459,0.0005915666594448199,0.9254611547891748,1.0029435794156438,False,False
1699,850,491,66,PSA:10:11,PSA,Psalms,R0,REVIEW_CANDIDATE,0.2014363402292799,0.2517472342683223,0.1720894079000068,WORK,-0.0503108940390424,0.0293469323292731,0.8001531409659141,1.1705330542268193,False,False
1700,850,491,66,PSA:10:11,PSA,Psalms,R1,REVIEW_CANDIDATE,0.2014363402292799,0.2517472342683223,0.1720894079000068,WORK,-0.0503108940390424,0.0293469323292731,0.8001531409659141,1.1705330542268193,False,False
1701,851,492,6,1JN:4:11,1JN,1John,R0,REVIEW_CANDIDATE,0.2013568810517583,0.2177941649094253,0.2009684727039759,WORK,-0.01643728385766699,0.0003884083477824207,0.924528355181128,1.0019326829853286,False,False
1702,851,492,6,1JN:4:11,1JN,1John,R1,REVIEW_CANDIDATE,0.2013568810517583,0.2177941649094253,0.2009684727039759,WORK,-0.01643728385766699,0.0003884083477824207,0.924528355181128,1.0019326829853286,False,False
1703,852,493,13,ROM:6:10,ROM,Romans,R0,REVIEW_CANDIDATE,0.2013502898698683,0.2309266196192162,0.1560124813251275,WORK,-0.0295763297493479,0.045337808544740815,0.8719232551097078,1.2906037270842297,False,False
1704,852,493,13,ROM:6:10,ROM,Romans,R1,REVIEW_CANDIDATE,0.2013502898698683,0.2309266196192162,0.1560124813251275,WORK,-0.0295763297493479,0.045337808544740815,0.8719232551097078,1.2906037270842297,False,False
1705,853,494,18,DEU:33:4,DEU,Deuteronomy,R0,REVIEW_CANDIDATE,0.2010973514142258,0.2277736606676687,0.158268997269363,WORK,-0.026676309253442887,0.0428283541448628,0.8828823790457284,1.2706048239629135,False,False
1706,853,494,18,DEU:33:4,DEU,Deuteronomy,R1,REVIEW_CANDIDATE,0.2010973514142258,0.2277736606676687,0.158268997269363,WORK,-0.026676309253442887,0.0428283541448628,0.8828823790457284,1.2706048239629135,False,False
1707,854,495,22,MRK:8:21,MRK,Mark,R0,REVIEW_CANDIDATE,0.2010885852299904,0.2485395579355932,0.180716099125319,WORK,-0.047450972705602806,0.020372486104671406,0.8090808034755607,1.1127319934597744,False,False
1708,854,495,22,MRK:8:21,MRK,Mark,R1,REVIEW_CANDIDATE,0.2010885852299904,0.2485395579355932,0.180716099125319,WORK,-0.047450972705602806,0.020372486104671406,0.8090808034755607,1.1127319934597744,False,False
1709,855,496,42,1CH:13:3,1CH,1Chronicles,R0,REVIEW_CANDIDATE,0.2010006777453599,0.2568844066016262,0.1958660090019126,WORK,-0.0558837288562663,0.005134668743447313,0.7824557372105103,1.026215210947588,False,False
1710,855,496,42,1CH:13:3,1CH,1Chronicles,R1,REVIEW_CANDIDATE,0.2010006777453599,0.2568844066016262,0.1958660090019126,WORK,-0.0558837288562663,0.005134668743447313,0.7824557372105103,1.026215210947588,False,False
1711,856,497,23,MRK:6:44,MRK,Mark,R0,REVIEW_CANDIDATE,0.2009533685759129,0.2485395579355932,0.180716099125319,WORK,-0.047586189359680314,0.020237269450593898,0.8085367586756075,1.1119837665185557,False,False
1712,856,497,23,MRK:6:44,MRK,Mark,R1,REVIEW_CANDIDATE,0.2009533685759129,0.2485395579355932,0.180716099125319,WORK,-0.047586189359680314,0.020237269450593898,0.8085367586756075,1.1119837665185557,False,False
1713,857,498,9,ECC:1:7,ECC,Ecclesiastes,R0,REVIEW_CANDIDATE,0.2009174746498675,0.2462926441161754,0.1879518236166134,WORK,-0.0453751694663079,0.012965651033254116,0.8157672567561353,1.068983906533951,False,False
1714,857,498,9,ECC:1:7,ECC,Ecclesiastes,R1,REVIEW_CANDIDATE,0.2009174746498675,0.2462926441161754,0.1879518236166134,WORK,-0.0453751694663079,0.012965651033254116,0.8157672567561353,1.068983906533951,False,False
1715,858,499,42,LUK:19:28,LUK,Luke,R0,REVIEW_CANDIDATE,0.2009118812769335,0.2425750004264786,0.1904093970791806,WORK,-0.0416631191495451,0.010502484197752904,0.8282464430535056,1.0551573838206394,False,False
1716,858,499,42,LUK:19:28,LUK,Luke,R1,REVIEW_CANDIDATE,0.2009118812769335,0.2425750004264786,0.1904093970791806,WORK,-0.0416631191495451,0.010502484197752904,0.8282464430535056,1.0551573838206394,False,False
1717,859,500,67,PSA:44:4,PSA,Psalms,R0,REVIEW_CANDIDATE,0.2006970381747982,0.2517472342683223,0.1720894079000068,WORK,-0.0510501960935241,0.028607630274791407,0.7972164570471001,1.1662370196044487,False,False
1718,859,500,67,PSA:44:4,PSA,Psalms,R1,REVIEW_CANDIDATE,0.2006970381747982,0.2517472342683223,0.1720894079000068,WORK,-0.0510501960935241,0.028607630274791407,0.7972164570471001,1.1662370196044487,False,False
1719,860,501,4,GAL:4:16,GAL,Galatians,R0,REVIEW_CANDIDATE,0.2006778691313719,0.2616443134323326,0.1651665865211423,WORK,-0.06096644430096068,0.035511282610229594,0.7669873138032941,1.2150028244706985,False,False
1720,860,501,4,GAL:4:16,GAL,Galatians,R1,REVIEW_CANDIDATE,0.2006778691313719,0.2616443134323326,0.1651665865211423,WORK,-0.06096644430096068,0.035511282610229594,0.7669873138032941,1.2150028244706985,False,False
1721,861,502,12,2KI:10:36,2KI,2Kings,R0,REVIEW_CANDIDATE,0.2006161183024355,0.2042283105495926,0.1574881551780614,WORK,-0.0036121922471570866,0.043127963124374114,0.9823129700410466,1.2738489321664361,False,False
1722,861,502,12,2KI:10:36,2KI,2Kings,R1,REVIEW_CANDIDATE,0.2006161183024355,0.2042283105495926,0.1574881551780614,WORK,-0.0036121922471570866,0.043127963124374114,0.9823129700410466,1.2738489321664361,False,False
1723,862,503,68,PSA:59:6,PSA,Psalms,R0,REVIEW_CANDIDATE,0.2004963912440721,0.2517472342683223,0.1720894079000068,WORK,-0.0512508430242502,0.0284069833440653,0.7964194396287786,1.1650710737558658,False,False
1724,862,503,68,PSA:59:6,PSA,Psalms,R1,REVIEW_CANDIDATE,0.2004963912440721,0.2517472342683223,0.1720894079000068,WORK,-0.0512508430242502,0.0284069833440653,0.7964194396287786,1.1650710737558658,False,False
1725,863,504,13,2KI:9:4,2KI,2Kings,R0,REVIEW_CANDIDATE,0.2004883052956374,0.2042283105495926,0.1574881551780614,WORK,-0.003740005253955181,0.04300015011757602,0.9816871361081597,1.2730373599776987,False,False
1726,863,504,13,2KI:9:4,2KI,2Kings,R1,REVIEW_CANDIDATE,0.2004883052956374,0.2042283105495926,0.1574881551780614,WORK,-0.003740005253955181,0.04300015011757602,0.9816871361081597,1.2730373599776987,False,False
1727,864,505,15,JER:11:2,JER,Jeremiah,R0,REVIEW_CANDIDATE,0.2004527702914711,0.203825573325914,0.1595710794486916,WORK,-0.0033728030344429005,0.04088169084277951,0.9834525031407623,1.2561973697491005,False,False
1728,864,505,15,JER:11:2,JER,Jeremiah,R1,REVIEW_CANDIDATE,0.2004527702914711,0.203825573325914,0.1595710794486916,WORK,-0.0033728030344429005,0.04088169084277951,0.9834525031407623,1.2561973697491005,False,False
1729,865,506,43,JOB:40:7,JOB,Job,R0,REVIEW_CANDIDATE,0.2004412872379617,0.2593421210617336,0.1879247125578857,WORK,-0.0589008338237719,0.012516574680075998,0.7728836581476436,1.0666041975518286,False,False
1730,865,506,43,JOB:40:7,JOB,Job,R1,REVIEW_CANDIDATE,0.2004412872379617,0.2593421210617336,0.1879247125578857,WORK,-0.0589008338237719,0.012516574680075998,0.7728836581476436,1.0666041975518286,False,False
1731,866,507,72,GEN:49:22,GEN,Genesis,R0,REVIEW_CANDIDATE,0.2004382243122278,0.2785225450278982,0.1976616792286194,WORK,-0.0780843207156704,0.0027765450836083894,0.7196481142743791,1.0140469568731985,False,False
1732,866,507,72,GEN:49:22,GEN,Genesis,R1,REVIEW_CANDIDATE,0.2004382243122278,0.2785225450278982,0.1976616792286194,WORK,-0.0780843207156704,0.0027765450836083894,0.7196481142743791,1.0140469568731985,False,False
1733,867,508,44,JOB:42:16,JOB,Job,R0,REVIEW_CANDIDATE,0.2004153874130826,0.2593421210617336,0.1879247125578857,WORK,-0.058926733648651,0.012490674855196893,0.7727837907417124,1.066466377333686,False,False
1734,867,508,44,JOB:42:16,JOB,Job,R1,REVIEW_CANDIDATE,0.2004153874130826,0.2593421210617336,0.1879247125578857,WORK,-0.058926733648651,0.012490674855196893,0.7727837907417124,1.066466377333686,False,False
1735,868,509,73,GEN:45:22,GEN,Genesis,R0,REVIEW_CANDIDATE,0.2002057147788233,0.2785225450278982,0.1976616792286194,WORK,-0.0783168302490749,0.0025440355502038825,0.7188133181777787,1.0128706563666365,False,False
1736,868,509,73,GEN:45:22,GEN,Genesis,R1,REVIEW_CANDIDATE,0.2002057147788233,0.2785225450278982,0.1976616792286194,WORK,-0.0783168302490749,0.0025440355502038825,0.7188133181777787,1.0128706563666365,False,False
1737,869,510,15,NUM:19:11,NUM,Numbers,R0,REVIEW_CANDIDATE,0.200014865156958,0.2060272335177108,0.1521304504522337,WORK,-0.006012368360752807,0.04788441470472429,0.9708176037793763,1.3147589096224963,False,False
1738,869,510,15,NUM:19:11,NUM,Numbers,R1,REVIEW_CANDIDATE,0.200014865156958,0.2060272335177108,0.1521304504522337,WORK,-0.006012368360752807,0.04788441470472429,0.9708176037793763,1.3147589096224963,False,False
1739,870,511,69,PSA:99:4,PSA,Psalms,R0,REVIEW_CANDIDATE,0.1998154526824612,0.2517472342683223,0.1720894079000068,WORK,-0.05193178158586109,0.027726044782454412,0.7937145894103046,1.1611141854736622,False,False
1740,870,511,69,PSA:99:4,PSA,Psalms,R1,REVIEW_CANDIDATE,0.1998154526824612,0.2517472342683223,0.1720894079000068,WORK,-0.05193178158586109,0.027726044782454412,0.7937145894103046,1.1611141854736622,False,False
1741,871,512,43,LUK:2:30,LUK,Luke,R0,REVIEW_CANDIDATE,0.1998150859403844,0.2425750004264786,0.1904093970791806,WORK,-0.042759914486094175,0.009405688861203826,0.8237249740867086,1.049397188402905,False,False
1742,871,512,43,LUK:2:30,LUK,Luke,R1,REVIEW_CANDIDATE,0.1998150859403844,0.2425750004264786,0.1904093970791806,WORK,-0.042759914486094175,0.009405688861203826,0.8237249740867086,1.049397188402905,False,False
1743,872,513,14,2KI:9:37,2KI,2Kings,R0,REVIEW_CANDIDATE,0.1997627789201065,0.2042283105495926,0.1574881551780614,WORK,-0.004465531629486097,0.0422746237420451,0.9781346101455325,1.2684304968475122,False,False
1744,872,513,14,2KI:9:37,2KI,2Kings,R1,REVIEW_CANDIDATE,0.1997627789201065,0.2042283105495926,0.1574881551780614,WORK,-0.004465531629486097,0.0422746237420451,0.9781346101455325,1.2684304968475122,False,False
1745,873,514,39,JHN:6:62,JHN,John,R0,REVIEW_CANDIDATE,0.1997246918573082,0.2799187388240086,0.1962180196842647,WORK,-0.08019404696670038,0.0035066721730435124,0.7135095445785062,1.017871305493176,False,False
1746,873,514,39,JHN:6:62,JHN,John,R1,REVIEW_CANDIDATE,0.1997246918573082,0.2799187388240086,0.1962180196842647,WORK,-0.08019404696670038,0.0035066721730435124,0.7135095445785062,1.017871305493176,False,False
1747,874,515,23,PRO:30:8,PRO,Proverbs,R0,REVIEW_CANDIDATE,0.1996211425639962,0.2365615998472131,0.1658406971808283,WORK,-0.036940457283216876,0.033780445383167906,0.8438442363127598,1.203692133218269,False,False
1748,874,515,23,PRO:30:8,PRO,Proverbs,R1,REVIEW_CANDIDATE,0.1996211425639962,0.2365615998472131,0.1658406971808283,WORK,-0.036940457283216876,0.033780445383167906,0.8438442363127598,1.203692133218269,False,False
1749,875,516,43,1CH:25:22,1CH,1Chronicles,R0,REVIEW_CANDIDATE,0.1994979024815248,0.2568844066016262,0.1958660090019126,WORK,-0.057386504120101406,0.003631893479612208,0.7766057314288608,1.018542745104776,False,False
1750,875,516,43,1CH:25:22,1CH,1Chronicles,R1,REVIEW_CANDIDATE,0.1994979024815248,0.2568844066016262,0.1958660090019126,WORK,-0.057386504120101406,0.003631893479612208,0.7766057314288608,1.018542745104776,False,False
1751,876,517,45,JOB:32:7,JOB,Job,R0,REVIEW_CANDIDATE,0.199458005829926,0.2593421210617336,0.1879247125578857,WORK,-0.05988411523180759,0.011533293272040307,0.7690922130711161,1.061371881936431,False,False
1752,876,517,45,JOB:32:7,JOB,Job,R1,REVIEW_CANDIDATE,0.199458005829926,0.2593421210617336,0.1879247125578857,WORK,-0.05988411523180759,0.011533293272040307,0.7690922130711161,1.061371881936431,False,False
1753,877,518,24,PRO:20:18,PRO,Proverbs,R0,REVIEW_CANDIDATE,0.1994087999865336,0.2365615998472131,0.1658406971808283,WORK,-0.037152799860679486,0.0335681028057053,0.8429466156608884,1.202411732321069,False,False
1754,877,518,24,PRO:20:18,PRO,Proverbs,R1,REVIEW_CANDIDATE,0.1994087999865336,0.2365615998472131,0.1658406971808283,WORK,-0.037152799860679486,0.0335681028057053,0.8429466156608884,1.202411732321069,False,False
1755,878,519,15,2KI:8:17,2KI,2Kings,R0,REVIEW_CANDIDATE,0.1992695448390005,0.2042283105495926,0.1574881551780614,WORK,-0.004958765710592089,0.04178138966093911,0.9757194989409269,1.2652986163543516,False,False
1756,878,519,15,2KI:8:17,2KI,2Kings,R1,REVIEW_CANDIDATE,0.1992695448390005,0.2042283105495926,0.1574881551780614,WORK,-0.004958765710592089,0.04178138966093911,0.9757194989409269,1.2652986163543516,False,False
1757,879,520,24,MRK:3:30,MRK,Mark,R0,REVIEW_CANDIDATE,0.199208810102534,0.2485395579355932,0.180716099125319,WORK,-0.04933074783305921,0.018492710977215,0.8015175200165005,1.1023301801373606,False,False
1758,879,520,24,MRK:3:30,MRK,Mark,R1,REVIEW_CANDIDATE,0.199208810102534,0.2485395579355932,0.180716099125319,WORK,-0.04933074783305921,0.018492710977215,0.8015175200165005,1.1023301801373606,False,False
