scope_type,scope_name,representation,n,median_drift,mad_drift,p95_drift,p99_drift,mean_drift,std_drift,min_drift,max_drift,cssi,tsi_p95,tsi_p99
WORK,JAS,R1,108,0.05795030251984257,0.030571168328891007,0.17818028583652812,0.22986685588885708,0.06926837410618573,0.052987703074409656,0.0,0.25671740665343423,0.9420496974801574,0.8218197141634719,0.770133144111143
WORK,JDG,R0,618,0.057880563095976334,0.027131995481357363,0.15171731376084782,0.21092126003912615,0.06614705171770353,0.04615275742241458,0.0,0.3787934523344132,0.9421194369040237,0.8482826862391522,0.7890787399608739
WORK,JDG,R1,618,0.057880563095976334,0.027131995481357363,0.15171731376084782,0.21092126003912615,0.06614705171770353,0.04615275742241458,0.0,0.3787934523344132,0.9421194369040237,0.8482826862391522,0.7890787399608739
WORK,JER,R0,1364,0.0621951622231654,0.030874824754356434,0.15957107944869164,0.20382557332591406,0.07157625728141223,0.04746382741132445,0.0,0.3103136557230892,0.9378048377768347,0.8404289205513084,0.796174426674086
WORK,JER,R1,1364,0.0621951622231654,0.030874824754356434,0.15957107944869164,0.20382557332591406,0.07157625728141223,0.04746382741132445,0.0,0.3103136557230892,0.9378048377768347,0.8404289205513084,0.796174426674086
WORK,JHN,R0,879,0.06796042197690433,0.03534266335565284,0.19621801968426478,0.27991873882400864,0.0807415944042719,0.05982981881007175,0.0,0.43075788985716024,0.9320395780230957,0.8037819803157352,0.7200812611759914
WORK,JHN,R1,879,0.06796042197690433,0.03534266335565284,0.19621801968426478,0.27991873882400864,0.0807415944042719,0.05982981881007175,0.0,0.43075788985716024,0.9320395780230957,0.8037819803157352,0.7200812611759914
WORK,JOB,R0,1070,0.05155904586169052,0.031931516127403525,0.18792471255788573,0.2593421210617336,0.06785759604901075,0.05892989299292701,0.0,0.3431936275859985,0.9484409541383094,0.8120752874421142,0.7406578789382664
WORK,JOB,R1,1070,0.05155904586169052,0.031931516127403525,0.18792471255788573,0.2593421210617336,0.06785759604901075,0.05892989299292701,0.0,0.3431936275859985,0.9484409541383094,0.8120752874421142,0.7406578789382664
WORK,JOE,R0,73,0.05819311630209245,0.029868663594426748,0.14751931861552048,0.19535667446750427,0.07165118176998594,0.04815761242063785,2.220446049250313e-16,0.28113967255443173,0.9418068836979075,0.8524806813844795,0.8046433255324957
